arm,task,density,condition,n,baseline,delta,acc,bar,bar_none,carries
qwen3-4b,edge_count,0.35,degree,99,0.010101010101010102,24.242424242424242,0.25252525252525254,1.0,0.03047619047619048,True
qwen3-4b,edge_count,0.35,all,99,0.010101010101010102,7.070707070707072,0.08080808080808081,1.0,0.03047619047619048,True
qwen3-4b,edge_count,0.5,components,98,0.0,0.0,0.0,0.03047619047619048,0.03047619047619048,False
qwen3-4b,edge_count,0.5,clustering,100,0.0,0.0,0.0,0.10428571428571429,0.03047619047619048,False
qwen3-4b,edge_count,0.5,rwse,100,0.0,0.0,0.0,0.03047619047619048,0.03047619047619048,False
qwen3-4b,edge_count,0.5,degree,98,0.0,33.6734693877551,0.336734693877551,1.0,0.03047619047619048,True
qwen3-4b,edge_count,0.5,all,98,0.0,9.183673469387756,0.09183673469387756,1.0,0.03047619047619048,True
qwen3-4b,edge_existence,0.1,components,100,0.96,3.0000000000000027,0.99,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.1,clustering,100,0.96,1.0000000000000009,0.97,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.1,rwse,100,0.96,0.0,0.96,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.1,degree,100,0.96,3.0000000000000027,0.99,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.1,all,99,0.9595959595959596,0.0,0.9595959595959596,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.2,components,100,0.93,0.9999999999999898,0.94,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.2,clustering,100,0.93,4.999999999999993,0.98,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.2,rwse,100,0.93,-4.0000000000000036,0.89,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.2,degree,99,0.9292929292929293,-1.0101010101010055,0.9191919191919192,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.2,all,100,0.93,-9.000000000000007,0.84,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.35,components,100,0.83,-7.9999999999999964,0.75,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.35,clustering,100,0.83,6.000000000000005,0.89,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.35,rwse,100,0.83,-13.0,0.7,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.35,degree,100,0.83,-3.9999999999999925,0.79,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.35,all,100,0.83,-13.0,0.7,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.5,components,100,0.9,-7.000000000000006,0.83,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.5,clustering,100,0.9,3.9999999999999925,0.94,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.5,rwse,100,0.9,-23.0,0.67,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.5,degree,99,0.898989898989899,-15.151515151515149,0.7474747474747475,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.5,all,100,0.9,-17.000000000000004,0.73,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.65,components,100,0.87,-7.9999999999999964,0.79,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.65,clustering,100,0.87,7.9999999999999964,0.95,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.65,rwse,100,0.87,3.0000000000000027,0.9,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.65,degree,99,0.8686868686868687,-5.05050505050505,0.8181818181818182,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.65,all,100,0.87,1.0000000000000009,0.88,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.75,components,99,0.8787878787878788,1.0101010101010055,0.8888888888888888,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.75,clustering,100,0.87,8.999999999999996,0.96,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.75,rwse,100,0.87,1.0000000000000009,0.88,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.75,degree,100,0.87,0.0,0.87,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.75,all,99,0.8686868686868687,-1.0101010101010166,0.8585858585858586,0.7409523809523809,0.7352380952380952,False
qwen3-4b,edge_existence,0.85,components,100,0.96,-2.9999999999999916,0.93,0.7352380952380952,0.7352380952380952,False
qwen3-4b,edge_existence,0.85,clustering,100,0.96,-1.0000000000000009,0.95,0.7266666666666667,0.7352380952380952,False
qwen3-4b,edge_existence,0.85,rwse,100,0.96,-5.999999999999995,0.9,0.5538095238095239,0.7352380952380952,False
qwen3-4b,edge_existence,0.85,degree,100,0.96,-3.9999999999999925,0.92,0.7457142857142857,0.7352380952380952,False
qwen3-4b,edge_existence,0.85,all,100,0.96,-5.999999999999995,0.9,0.7409523809523809,0.7352380952380952,False
qwen3-4b,node_degree,0.1,components,100,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.1,clustering,100,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.1,rwse,100,1.0,0.0,1.0,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.1,degree,100,1.0,-6.000000000000005,0.94,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.1,all,100,1.0,-6.999999999999995,0.93,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.2,components,100,0.99,0.0,0.99,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.2,clustering,100,0.99,1.0000000000000009,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.2,rwse,100,0.99,-2.0000000000000018,0.97,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.2,degree,100,0.99,-1.0000000000000009,0.98,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.2,all,100,0.99,-3.0000000000000027,0.96,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.35,components,100,0.99,0.0,0.99,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.35,clustering,100,0.99,0.0,0.99,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.35,rwse,100,0.99,-3.0000000000000027,0.96,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.35,degree,100,0.99,-6.999999999999995,0.92,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.35,all,100,0.99,-6.999999999999995,0.92,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.5,components,100,0.99,1.0000000000000009,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.5,clustering,100,0.99,-3.0000000000000027,0.96,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.5,rwse,100,0.99,-4.0000000000000036,0.95,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.5,degree,100,0.99,-12.0,0.87,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.5,all,100,0.99,-15.000000000000002,0.84,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.65,components,100,0.82,-7.9999999999999964,0.74,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.65,clustering,100,0.82,7.000000000000006,0.89,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.65,rwse,100,0.82,0.0,0.82,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.65,degree,100,0.82,-5.999999999999995,0.76,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.65,all,100,0.82,-36.99999999999999,0.45,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.75,components,100,0.5,-3.9999999999999982,0.46,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.75,clustering,100,0.5,8.999999999999996,0.59,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.75,rwse,100,0.5,13.0,0.63,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.75,degree,100,0.5,6.999999999999995,0.57,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.75,all,100,0.5,-19.0,0.31,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.85,components,100,0.33,8.999999999999996,0.42,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.85,clustering,100,0.33,18.0,0.51,0.1442857142857143,0.1442857142857143,False
qwen3-4b,node_degree,0.85,rwse,100,0.33,9.999999999999998,0.43,0.21047619047619048,0.1442857142857143,False
qwen3-4b,node_degree,0.85,degree,100,0.33,26.999999999999996,0.6,1.0,0.1442857142857143,True
qwen3-4b,node_degree,0.85,all,100,0.33,-8.000000000000002,0.25,1.0,0.1442857142857143,True
qwen3-4b-think,connected_nodes,0.1,components,93,0.989247311827957,0.0,0.989247311827957,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.1,clustering,89,1.0,0.0,1.0,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.1,rwse,93,0.989247311827957,1.0752688172043001,1.0,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.1,degree,91,0.989010989010989,1.098901098901095,1.0,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.1,all,90,0.9888888888888889,-1.1111111111111183,0.9777777777777777,0.008095238095238096,0.0,False
qwen3-4b-think,connected_nodes,0.2,components,91,0.989010989010989,1.098901098901095,1.0,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.2,clustering,90,0.9888888888888889,0.0,0.9888888888888889,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.2,rwse,91,0.989010989010989,1.098901098901095,1.0,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.2,degree,92,0.9891304347826086,-1.0869565217391242,0.9782608695652174,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.2,all,91,0.989010989010989,-1.098901098901106,0.978021978021978,0.008095238095238096,0.0,False
qwen3-4b-think,connected_nodes,0.35,components,96,1.0,0.0,1.0,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.35,clustering,96,1.0,0.0,1.0,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.35,rwse,97,1.0,-3.0927835051546393,0.9690721649484536,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.35,degree,96,1.0,0.0,1.0,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.35,all,97,1.0,-1.0309278350515427,0.9896907216494846,0.008095238095238096,0.0,False
qwen3-4b-think,connected_nodes,0.5,components,97,0.979381443298969,1.0309278350515538,0.9896907216494846,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.5,clustering,98,0.9795918367346939,0.0,0.9795918367346939,0.0,0.0,False
qwen3-4b-think,connected_nodes,0.5,rwse,98,0.9795918367346939,1.0204081632653073,0.9897959183673469,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.5,degree,97,0.979381443298969,0.0,0.979381443298969,0.0014285714285714286,0.0,False
qwen3-4b-think,connected_nodes,0.5,all,97,0.979381443298969,1.0309278350515538,0.9896907216494846,0.008095238095238096,0.0,False
qwen3-4b-think,edge_existence,0.1,components,98,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.1,clustering,97,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.1,rwse,95,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.1,degree,98,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.1,all,95,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.2,components,99,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.2,clustering,99,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.2,rwse,98,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.2,degree,100,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.2,all,99,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.35,components,100,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.35,clustering,100,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.35,rwse,100,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.35,degree,100,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.35,all,100,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.5,components,99,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.5,clustering,100,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.5,rwse,100,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.5,degree,100,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.5,all,100,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.65,components,100,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.65,clustering,100,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.65,rwse,100,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.65,degree,100,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.65,all,100,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.75,components,100,1.0,0.0,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.75,clustering,100,1.0,0.0,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.75,rwse,100,1.0,0.0,1.0,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.75,degree,100,1.0,0.0,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.75,all,100,1.0,0.0,1.0,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.85,components,100,0.98,2.0000000000000018,1.0,0.7352380952380952,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.85,clustering,100,0.98,2.0000000000000018,1.0,0.7266666666666667,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.85,rwse,100,0.98,1.0000000000000009,0.99,0.5538095238095239,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.85,degree,100,0.98,2.0000000000000018,1.0,0.7457142857142857,0.7352380952380952,False
qwen3-4b-think,edge_existence,0.85,all,100,0.98,1.0000000000000009,0.99,0.7409523809523809,0.7352380952380952,False
qwen3-4b-think,node_degree,0.1,components,91,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.1,clustering,94,0.9893617021276596,1.0638297872340385,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.1,rwse,90,1.0,0.0,1.0,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.1,degree,96,0.9895833333333334,1.041666666666663,1.0,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.1,all,92,1.0,0.0,1.0,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.2,components,94,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.2,clustering,95,1.0,-1.0526315789473717,0.9894736842105263,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.2,rwse,94,1.0,-2.127659574468088,0.9787234042553191,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.2,degree,95,1.0,-1.0526315789473717,0.9894736842105263,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.2,all,95,1.0,-1.0526315789473717,0.9894736842105263,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.35,components,95,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.35,clustering,97,1.0,0.0,1.0,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.35,rwse,97,1.0,0.0,1.0,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.35,degree,97,1.0,0.0,1.0,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.35,all,97,1.0,-2.0618556701030966,0.979381443298969,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.5,components,100,1.0,-1.0000000000000009,0.99,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.5,clustering,100,1.0,-1.0000000000000009,0.99,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.5,rwse,100,1.0,-6.000000000000005,0.94,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.5,degree,100,1.0,0.0,1.0,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.5,all,99,1.0,0.0,1.0,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.65,components,99,1.0,-1.0101010101010055,0.98989898989899,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.65,clustering,100,1.0,-2.0000000000000018,0.98,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.65,rwse,98,1.0,-1.0204081632653073,0.9897959183673469,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.65,degree,99,1.0,-3.0303030303030276,0.9696969696969697,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.65,all,99,1.0,-1.0101010101010055,0.98989898989899,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.75,components,98,0.9693877551020408,1.0204081632653073,0.9795918367346939,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.75,clustering,99,0.9696969696969697,0.0,0.9696969696969697,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.75,rwse,99,0.9696969696969697,-2.020202020202022,0.9494949494949495,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.75,degree,99,0.9696969696969697,1.0101010101010055,0.9797979797979798,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.75,all,98,0.9693877551020408,1.0204081632653073,0.9795918367346939,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.85,components,100,0.96,-3.9999999999999925,0.92,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.85,clustering,99,0.9595959595959596,0.0,0.9595959595959596,0.1442857142857143,0.1442857142857143,False
qwen3-4b-think,node_degree,0.85,rwse,99,0.9595959595959596,3.0303030303030387,0.98989898989899,0.21047619047619048,0.1442857142857143,False
qwen3-4b-think,node_degree,0.85,degree,99,0.9595959595959596,1.0101010101010166,0.9696969696969697,1.0,0.1442857142857143,True
qwen3-4b-think,node_degree,0.85,all,99,0.9595959595959596,3.0303030303030387,0.98989898989899,1.0,0.1442857142857143,True
