arm,design,task,condition,control,n,control_acc,condition_acc,delta_pp,b_helped_to_hurt,c_hurt_to_helped,p_value,density,bh_significant
qwen3-4b-think,lo,connected_nodes,clustering,none,96,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,connected_nodes,clustering,none,98,0.9796,0.9796,0.0,2,2,1.0,0.5,False
qwen3-4b-think,lo,connected_nodes,rwse,none,93,0.9892,1.0,1.08,0,1,1.0,0.1,False
qwen3-4b-think,lo,connected_nodes,rwse,none,91,0.989,1.0,1.1,0,1,1.0,0.2,False
qwen3-4b-think,lo,connected_nodes,rwse,none,97,1.0,0.9691,-3.09,3,0,0.25,0.35,False
qwen3-4b-think,lo,connected_nodes,rwse,none,98,0.9796,0.9898,1.02,1,2,1.0,0.5,False
qwen3-4b-think,lo,connected_nodes,degree,none,91,0.989,1.0,1.1,0,1,1.0,0.1,False
qwen3-4b-think,lo,connected_nodes,degree,none,92,0.9891,0.9783,-1.09,2,1,1.0,0.2,False
qwen3-4b-think,lo,connected_nodes,degree,none,96,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,connected_nodes,degree,none,97,0.9794,0.9794,0.0,2,2,1.0,0.5,False
qwen3-4b-think,lo,connected_nodes,filler,none,95,0.9895,1.0,1.05,0,1,1.0,0.1,False
qwen3-4b-think,lo,connected_nodes,filler,none,91,0.989,1.0,1.1,0,1,1.0,0.2,False
qwen3-4b-think,lo,connected_nodes,filler,none,97,1.0,0.9897,-1.03,1,0,1.0,0.35,False
qwen3-4b-think,lo,connected_nodes,filler,none,96,0.9792,1.0,2.08,0,2,0.5,0.5,False
qwen3-4b-think,lo,connected_nodes,all,none,90,0.9889,0.9778,-1.11,1,0,1.0,0.1,False
qwen3-4b-think,lo,connected_nodes,all,none,91,0.989,0.978,-1.1,2,1,1.0,0.2,False
qwen3-4b-think,lo,connected_nodes,all,none,97,1.0,0.9897,-1.03,1,0,1.0,0.35,False
qwen3-4b-think,lo,connected_nodes,all,none,97,0.9794,0.9897,1.03,1,2,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,components,none,97,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,cycle_check,components,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,components,none,92,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,components,none,92,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,clustering,none,96,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,cycle_check,clustering,none,99,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,clustering,none,99,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,rwse,none,96,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,cycle_check,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,rwse,none,99,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,degree,none,94,1.0,0.9787,-2.13,2,0,0.5,0.1,False
qwen3-4b-think,lo,cycle_check,degree,none,97,1.0,0.9897,-1.03,1,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,degree,none,92,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,degree,none,92,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,filler,none,97,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,cycle_check,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,filler,none,99,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,cycle_check,all,none,98,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,cycle_check,all,none,99,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,cycle_check,all,none,97,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,cycle_check,all,none,98,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,components,none,98,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,components,none,99,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,components,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,components,none,99,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,clustering,none,97,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,clustering,none,99,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,rwse,none,95,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,rwse,none,98,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,degree,none,98,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,filler,none,99,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,edge_existence,all,none,95,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,edge_existence,all,none,99,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,edge_existence,all,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,edge_existence,all,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,components,none,100,0.98,0.99,1.0,1,2,1.0,0.1,False
qwen3-4b-think,lo,node_count,components,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,components,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,components,none,100,1.0,0.99,-1.0,1,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,clustering,none,99,0.9798,1.0,2.02,0,2,0.5,0.1,False
qwen3-4b-think,lo,node_count,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,rwse,none,99,0.9798,1.0,2.02,0,2,0.5,0.1,False
qwen3-4b-think,lo,node_count,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,degree,none,100,0.98,1.0,2.0,0,2,0.5,0.1,False
qwen3-4b-think,lo,node_count,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,degree,none,99,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,filler,none,100,0.98,1.0,2.0,0,2,0.5,0.1,False
qwen3-4b-think,lo,node_count,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_count,all,none,100,0.98,1.0,2.0,0,2,0.5,0.1,False
qwen3-4b-think,lo,node_count,all,none,100,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_count,all,none,100,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_count,all,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_degree,components,none,91,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,node_degree,components,none,94,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_degree,components,none,95,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_degree,components,none,100,1.0,0.99,-1.0,1,0,1.0,0.5,False
qwen3-4b-think,lo,node_degree,clustering,none,94,0.9894,1.0,1.06,0,1,1.0,0.1,False
qwen3-4b-think,lo,node_degree,clustering,none,95,1.0,0.9895,-1.05,1,0,1.0,0.2,False
qwen3-4b-think,lo,node_degree,clustering,none,97,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_degree,clustering,none,100,1.0,0.99,-1.0,1,0,1.0,0.5,False
qwen3-4b-think,lo,node_degree,rwse,none,90,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,node_degree,rwse,none,94,1.0,0.9787,-2.13,2,0,0.5,0.2,False
qwen3-4b-think,lo,node_degree,rwse,none,97,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_degree,rwse,none,100,1.0,0.94,-6.0,6,0,0.03125,0.5,False
qwen3-4b-think,lo,node_degree,degree,none,96,0.9896,1.0,1.04,0,1,1.0,0.1,False
qwen3-4b-think,lo,node_degree,degree,none,95,1.0,0.9895,-1.05,1,0,1.0,0.2,False
qwen3-4b-think,lo,node_degree,degree,none,97,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_degree,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_degree,filler,none,95,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,node_degree,filler,none,95,1.0,1.0,0.0,0,0,1.0,0.2,False
qwen3-4b-think,lo,node_degree,filler,none,97,1.0,1.0,0.0,0,0,1.0,0.35,False
qwen3-4b-think,lo,node_degree,filler,none,99,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,lo,node_degree,all,none,92,1.0,1.0,0.0,0,0,1.0,0.1,False
qwen3-4b-think,lo,node_degree,all,none,95,1.0,0.9895,-1.05,1,0,1.0,0.2,False
qwen3-4b-think,lo,node_degree,all,none,97,1.0,0.9794,-2.06,2,0,0.5,0.35,False
qwen3-4b-think,lo,node_degree,all,none,99,1.0,1.0,0.0,0,0,1.0,0.5,False
qwen3-4b-think,hi,edge_existence,components,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,components,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,components,none,100,0.98,1.0,2.0,0,2,0.5,0.85,False
qwen3-4b-think,hi,edge_existence,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,clustering,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,clustering,none,100,0.98,1.0,2.0,0,2,0.5,0.85,False
qwen3-4b-think,hi,edge_existence,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,rwse,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,rwse,none,100,0.98,0.99,1.0,1,2,1.0,0.85,False
qwen3-4b-think,hi,edge_existence,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,degree,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,degree,none,100,0.98,1.0,2.0,0,2,0.5,0.85,False
qwen3-4b-think,hi,edge_existence,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,filler,none,100,0.98,1.0,2.0,0,2,0.5,0.85,False
qwen3-4b-think,hi,edge_existence,all,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,edge_existence,all,none,100,1.0,1.0,0.0,0,0,1.0,0.75,False
qwen3-4b-think,hi,edge_existence,all,none,100,0.98,0.99,1.0,1,2,1.0,0.85,False
qwen3-4b-think,hi,node_degree,components,none,99,1.0,0.9899,-1.01,1,0,1.0,0.65,False
qwen3-4b-think,hi,node_degree,components,none,98,0.9694,0.9796,1.02,2,3,1.0,0.75,False
qwen3-4b-think,hi,node_degree,components,none,100,0.96,0.92,-4.0,4,0,0.125,0.85,False
qwen3-4b-think,hi,node_degree,clustering,none,100,1.0,0.98,-2.0,2,0,0.5,0.65,False
qwen3-4b-think,hi,node_degree,clustering,none,99,0.9697,0.9697,0.0,2,2,1.0,0.75,False
qwen3-4b-think,hi,node_degree,clustering,none,99,0.9596,0.9596,0.0,3,3,1.0,0.85,False
qwen3-4b-think,hi,node_degree,rwse,none,98,1.0,0.9898,-1.02,1,0,1.0,0.65,False
qwen3-4b-think,hi,node_degree,rwse,none,99,0.9697,0.9495,-2.02,5,3,0.7265625,0.75,False
qwen3-4b-think,hi,node_degree,rwse,none,99,0.9596,0.9899,3.03,0,3,0.25,0.85,False
qwen3-4b-think,hi,node_degree,degree,none,99,1.0,0.9697,-3.03,3,0,0.25,0.65,False
qwen3-4b-think,hi,node_degree,degree,none,99,0.9697,0.9798,1.01,2,3,1.0,0.75,False
qwen3-4b-think,hi,node_degree,degree,none,99,0.9596,0.9697,1.01,1,2,1.0,0.85,False
qwen3-4b-think,hi,node_degree,filler,none,100,1.0,1.0,0.0,0,0,1.0,0.65,False
qwen3-4b-think,hi,node_degree,filler,none,99,0.9697,0.9697,0.0,2,2,1.0,0.75,False
qwen3-4b-think,hi,node_degree,filler,none,100,0.96,0.95,-1.0,2,1,1.0,0.85,False
qwen3-4b-think,hi,node_degree,all,none,99,1.0,0.9899,-1.01,1,0,1.0,0.65,False
qwen3-4b-think,hi,node_degree,all,none,98,0.9694,0.9796,1.02,1,2,1.0,0.75,False
qwen3-4b-think,hi,node_degree,all,none,99,0.9596,0.9899,3.03,1,4,0.375,0.85,False
