arm,design,task,density,condition,contaminated,length_matched_to_condition,mid_range,n,none_acc,filler_acc,condition_acc,length_cost_pp,length_cost_p,content_gain_pp,content_gain_p,net_pp,net_p,content_outweighs_length,length_cost_bh,content_gain_bh,net_bh
qwen3-4b-think,lo,node_count,0.2,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.35,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.5,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.1,degree,True,False,False,100,0.98,1.0,1.0,2.0,0.5,0.0,1.0,2.0,0.5,True,False,False,False
qwen3-4b-think,lo,node_count,0.2,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.35,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.5,degree,True,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.1,all,True,False,False,100,0.98,1.0,1.0,2.0,0.5,0.0,1.0,2.0,0.5,True,False,False,False
qwen3-4b-think,lo,node_count,0.2,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.35,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.5,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.1,components,False,False,False,91,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.2,components,False,False,False,94,1.0,1.0,1.0,0.0,1.0,-1.01,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.35,components,False,False,False,95,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.5,components,False,False,False,100,1.0,1.0,0.99,0.0,1.0,-1.01,1.0,-1.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.1,clustering,False,True,False,94,0.9894,1.0,1.0,0.0,1.0,0.0,1.0,1.06,1.0,True,False,False,False
qwen3-4b-think,lo,node_degree,0.2,clustering,False,True,False,95,1.0,1.0,0.9895,0.0,1.0,-1.0,1.0,-1.05,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.35,clustering,False,True,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.5,clustering,False,True,False,100,1.0,1.0,0.99,0.0,1.0,0.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.1,rwse,False,False,False,90,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.2,rwse,False,False,False,94,1.0,1.0,0.9787,0.0,1.0,-2.04,0.5,-2.13,0.5,False,False,False,False
qwen3-4b-think,lo,node_degree,0.35,rwse,False,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.5,rwse,False,False,False,100,1.0,1.0,0.94,0.0,1.0,-6.06,0.03125,-6.0,0.03125,False,False,False,False
qwen3-4b-think,lo,node_degree,0.1,degree,True,False,False,96,0.9896,1.0,1.0,0.0,1.0,0.0,1.0,1.04,1.0,True,False,False,False
qwen3-4b-think,lo,node_degree,0.2,degree,True,False,False,95,1.0,1.0,0.9895,0.0,1.0,-1.0,1.0,-1.05,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.35,degree,True,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.5,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.1,all,True,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.2,all,True,False,False,95,1.0,1.0,0.9895,0.0,1.0,-1.01,1.0,-1.05,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,0.35,all,True,False,False,97,1.0,1.0,0.9794,0.0,1.0,-2.0,0.5,-2.06,0.5,False,False,False,False
qwen3-4b-think,lo,node_degree,0.5,all,True,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.65,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.75,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.85,components,False,False,False,100,0.98,1.0,1.0,2.0,0.5,0.0,1.0,2.0,0.5,True,False,False,False
qwen3-4b-think,hi,edge_existence,0.65,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.75,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.85,clustering,False,True,False,100,0.98,1.0,1.0,2.0,0.5,0.0,1.0,2.0,0.5,True,False,False,False
qwen3-4b-think,hi,edge_existence,0.65,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.75,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.85,rwse,False,False,False,100,0.98,1.0,0.99,2.0,0.5,-1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b-think,hi,edge_existence,0.65,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.75,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.85,degree,True,False,False,100,0.98,1.0,1.0,2.0,0.5,0.0,1.0,2.0,0.5,True,False,False,False
qwen3-4b-think,hi,edge_existence,0.65,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.75,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,0.85,all,True,False,False,100,0.98,1.0,0.99,2.0,0.5,-1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b-think,hi,node_degree,0.65,components,False,False,False,99,1.0,1.0,0.9899,0.0,1.0,-1.01,1.0,-1.01,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,0.75,components,False,False,False,98,0.9694,0.9697,0.9796,0.0,1.0,0.0,1.0,1.02,1.0,True,False,False,False
qwen3-4b-think,hi,node_degree,0.85,components,False,False,False,100,0.96,0.95,0.92,-1.0,1.0,-3.0,0.375,-4.0,0.125,False,False,False,False
qwen3-4b-think,hi,node_degree,0.65,clustering,False,True,False,100,1.0,1.0,0.98,0.0,1.0,-2.0,0.5,-2.0,0.5,False,False,False,False
qwen3-4b-think,hi,node_degree,0.75,clustering,False,True,False,99,0.9697,0.9697,0.9697,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,0.85,clustering,False,True,False,99,0.9596,0.95,0.9596,-1.0,1.0,1.01,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,0.65,rwse,False,False,False,98,1.0,1.0,0.9898,0.0,1.0,-1.02,1.0,-1.02,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,0.75,rwse,False,False,False,99,0.9697,0.9697,0.9495,0.0,1.0,-2.0,0.7265625,-2.02,0.7265625,False,False,False,False
qwen3-4b-think,hi,node_degree,0.85,rwse,False,False,False,99,0.9596,0.95,0.9899,-1.0,1.0,4.04,0.125,3.03,0.25,True,False,False,False
qwen3-4b-think,hi,node_degree,0.65,degree,True,False,False,99,1.0,1.0,0.9697,0.0,1.0,-3.03,0.25,-3.03,0.25,False,False,False,False
qwen3-4b-think,hi,node_degree,0.75,degree,True,False,False,99,0.9697,0.9697,0.9798,0.0,1.0,1.0,1.0,1.01,1.0,True,False,False,False
qwen3-4b-think,hi,node_degree,0.85,degree,True,False,False,99,0.9596,0.95,0.9697,-1.0,1.0,2.02,0.625,1.01,1.0,True,False,False,False
qwen3-4b-think,hi,node_degree,0.65,all,True,False,False,99,1.0,1.0,0.9899,0.0,1.0,-1.01,1.0,-1.01,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,0.75,all,True,False,False,98,0.9694,0.9697,0.9796,0.0,1.0,1.01,1.0,1.02,1.0,True,False,False,False
qwen3-4b-think,hi,node_degree,0.85,all,True,False,False,99,0.9596,0.95,0.9899,-1.0,1.0,3.03,0.375,3.03,0.375,True,False,False,False
