arm,task,condition,p,n,success,exact,cap,parsed,tokens,f1
qwen3-4b,node_degree,clustering,0.5,100,0.96,0.96,0.0,1.0,259.5,
qwen3-4b,node_degree,clustering,0.65,100,0.89,0.89,0.0,1.0,318.0,
qwen3-4b,node_degree,clustering,0.75,100,0.59,0.59,0.0,1.0,324.5,
qwen3-4b,node_degree,clustering,0.85,100,0.51,0.51,0.0,1.0,346.5,
qwen3-4b,node_degree,components,0.1,100,1.0,1.0,0.0,1.0,109.0,
qwen3-4b,node_degree,components,0.2,100,0.99,0.99,0.0,1.0,113.0,
qwen3-4b,node_degree,components,0.35,100,0.99,0.99,0.0,1.0,190.5,
qwen3-4b,node_degree,components,0.5,100,1.0,1.0,0.0,1.0,267.0,
qwen3-4b,node_degree,components,0.65,100,0.74,0.74,0.0,1.0,303.5,
qwen3-4b,node_degree,components,0.75,100,0.46,0.46,0.0,1.0,321.0,
qwen3-4b,node_degree,components,0.85,100,0.42,0.42,0.0,1.0,344.0,
qwen3-4b,node_degree,degree,0.1,100,0.94,0.94,0.0,1.0,60.5,
qwen3-4b,node_degree,degree,0.2,100,0.98,0.98,0.0,1.0,34.0,
qwen3-4b,node_degree,degree,0.35,100,0.92,0.92,0.0,1.0,32.0,
qwen3-4b,node_degree,degree,0.5,100,0.87,0.87,0.0,1.0,34.0,
qwen3-4b,node_degree,degree,0.65,100,0.76,0.76,0.0,1.0,35.0,
qwen3-4b,node_degree,degree,0.75,100,0.57,0.57,0.0,1.0,37.5,
qwen3-4b,node_degree,degree,0.85,100,0.6,0.6,0.0,1.0,37.0,
qwen3-4b,node_degree,filler,0.1,100,1.0,1.0,0.0,1.0,92.0,
qwen3-4b,node_degree,filler,0.2,100,0.99,0.99,0.0,1.0,95.0,
qwen3-4b,node_degree,filler,0.35,100,0.99,0.99,0.0,1.0,141.0,
qwen3-4b,node_degree,filler,0.5,100,0.97,0.97,0.0,1.0,266.0,
qwen3-4b,node_degree,filler,0.65,100,0.86,0.86,0.0,1.0,313.0,
qwen3-4b,node_degree,filler,0.75,100,0.49,0.49,0.0,1.0,328.0,
qwen3-4b,node_degree,filler,0.85,100,0.36,0.36,0.0,1.0,347.5,
qwen3-4b,node_degree,none,0.1,100,1.0,1.0,0.0,1.0,104.5,
qwen3-4b,node_degree,none,0.2,100,0.99,0.99,0.0,1.0,103.0,
qwen3-4b,node_degree,none,0.35,100,0.99,0.99,0.0,1.0,194.5,
qwen3-4b,node_degree,none,0.5,100,0.99,0.99,0.0,1.0,273.0,
qwen3-4b,node_degree,none,0.65,100,0.82,0.82,0.0,1.0,313.0,
qwen3-4b,node_degree,none,0.75,100,0.5,0.5,0.0,1.0,328.5,
qwen3-4b,node_degree,none,0.85,100,0.33,0.33,0.0,1.0,346.5,
qwen3-4b,node_degree,rwse,0.1,100,1.0,1.0,0.0,1.0,96.5,
qwen3-4b,node_degree,rwse,0.2,100,0.97,0.97,0.0,1.0,114.0,
qwen3-4b,node_degree,rwse,0.35,100,0.96,0.96,0.0,1.0,212.5,
qwen3-4b,node_degree,rwse,0.5,100,0.95,0.95,0.0,1.0,279.0,
qwen3-4b,node_degree,rwse,0.65,100,0.82,0.82,0.0,1.0,336.5,
qwen3-4b,node_degree,rwse,0.75,100,0.63,0.63,0.0,1.0,358.5,
qwen3-4b,node_degree,rwse,0.85,100,0.43,0.43,0.0,1.0,365.5,
qwen3-4b-think,connected_nodes,all,0.1,100,0.89,0.92,0.09,1.0,636.0,0.9478051948051949
qwen3-4b-think,connected_nodes,all,0.2,100,0.91,0.93,0.07,1.0,699.5,0.9816786283891547
qwen3-4b-think,connected_nodes,all,0.35,100,0.99,0.99,0.0,1.0,766.0,0.9996969696969696
qwen3-4b-think,connected_nodes,all,0.5,100,0.98,0.98,0.01,1.0,922.5,0.9974615384615384
qwen3-4b-think,connected_nodes,clustering,0.1,100,0.9,0.93,0.1,1.0,719.0,0.9473333333333334
qwen3-4b-think,connected_nodes,clustering,0.2,100,0.92,0.96,0.07,1.0,742.5,0.9889212454212455
qwen3-4b-think,connected_nodes,clustering,0.35,100,0.99,0.99,0.01,1.0,840.5,0.9995999999999999
qwen3-4b-think,connected_nodes,clustering,0.5,100,0.98,0.98,0.0,1.0,992.5,0.9980909090909091
qwen3-4b-think,connected_nodes,components,0.1,100,0.93,0.95,0.06,1.0,1212.0,0.9726666666666667
qwen3-4b-think,connected_nodes,components,0.2,100,0.94,0.96,0.06,1.0,893.5,0.9776666666666667
qwen3-4b-think,connected_nodes,components,0.35,100,0.99,1.0,0.01,1.0,971.0,1.0
qwen3-4b-think,connected_nodes,components,0.5,100,0.98,0.98,0.01,1.0,1102.5,0.9995235394214407
qwen3-4b-think,connected_nodes,degree,0.1,100,0.94,0.95,0.06,1.0,755.0,0.9635555555555555
qwen3-4b-think,connected_nodes,degree,0.2,100,0.95,0.98,0.03,1.0,780.5,0.9983216783216783
qwen3-4b-think,connected_nodes,degree,0.35,100,0.98,0.99,0.02,1.0,898.0,0.9976190476190476
qwen3-4b-think,connected_nodes,degree,0.5,100,0.97,0.97,0.01,1.0,1028.5,0.9947674418604652
qwen3-4b-think,connected_nodes,filler,0.1,100,0.98,0.98,0.02,1.0,682.0,0.996
qwen3-4b-think,connected_nodes,filler,0.2,100,0.93,0.97,0.06,1.0,726.5,0.9961742424242425
qwen3-4b-think,connected_nodes,filler,0.35,100,0.99,0.99,0.0,1.0,814.5,0.9995999999999999
qwen3-4b-think,connected_nodes,filler,0.5,100,0.97,0.98,0.03,1.0,970.0,0.982
qwen3-4b-think,connected_nodes,none,0.1,100,0.95,0.97,0.03,1.0,948.5,0.984090909090909
qwen3-4b-think,connected_nodes,none,0.2,100,0.94,0.95,0.05,1.0,803.0,0.9707619047619047
qwen3-4b-think,connected_nodes,none,0.35,100,0.97,0.99,0.03,1.0,950.0,0.9963157894736843
qwen3-4b-think,connected_nodes,none,0.5,100,0.96,0.97,0.02,1.0,1094.0,0.981748602274918
qwen3-4b-think,connected_nodes,rwse,0.1,100,0.96,0.97,0.04,1.0,710.5,0.9856666666666666
qwen3-4b-think,connected_nodes,rwse,0.2,100,0.92,0.94,0.08,1.0,776.5,0.9704322344322344
qwen3-4b-think,connected_nodes,rwse,0.35,100,0.97,0.97,0.0,1.0,836.0,0.9908354312354313
qwen3-4b-think,connected_nodes,rwse,0.5,100,0.99,0.99,0.0,1.0,948.5,0.9997142857142858
qwen3-4b-think,cycle_check,all,0.1,100,1.0,1.0,0.0,1.0,1681.5,
qwen3-4b-think,cycle_check,all,0.2,100,0.99,0.99,0.01,1.0,1873.0,
qwen3-4b-think,cycle_check,all,0.35,100,0.98,0.99,0.02,1.0,1639.5,
qwen3-4b-think,cycle_check,all,0.5,100,0.98,1.0,0.02,1.0,1632.0,
qwen3-4b-think,cycle_check,clustering,0.1,100,0.98,1.0,0.02,1.0,1543.0,
qwen3-4b-think,cycle_check,clustering,0.2,100,0.99,1.0,0.01,1.0,1872.5,
qwen3-4b-think,cycle_check,clustering,0.35,100,1.0,1.0,0.0,1.0,1739.5,
qwen3-4b-think,cycle_check,clustering,0.5,100,1.0,1.0,0.0,1.0,1527.0,
qwen3-4b-think,cycle_check,components,0.1,100,0.99,0.99,0.01,1.0,1877.0,
qwen3-4b-think,cycle_check,components,0.2,100,1.0,1.0,0.0,1.0,2022.0,
qwen3-4b-think,cycle_check,components,0.35,100,0.93,0.98,0.07,1.0,1998.5,
qwen3-4b-think,cycle_check,components,0.5,100,0.92,0.98,0.08,0.99,1584.0,
qwen3-4b-think,cycle_check,degree,0.1,100,0.94,0.95,0.04,1.0,2807.5,
qwen3-4b-think,cycle_check,degree,0.2,100,0.96,0.97,0.03,1.0,2454.5,
qwen3-4b-think,cycle_check,degree,0.35,100,0.93,0.96,0.07,1.0,2838.0,
qwen3-4b-think,cycle_check,degree,0.5,100,0.92,0.96,0.08,1.0,2864.5,
qwen3-4b-think,cycle_check,filler,0.1,100,0.99,1.0,0.01,1.0,1630.5,
qwen3-4b-think,cycle_check,filler,0.2,100,1.0,1.0,0.0,1.0,1627.0,
qwen3-4b-think,cycle_check,filler,0.35,100,1.0,1.0,0.0,1.0,1455.5,
qwen3-4b-think,cycle_check,filler,0.5,100,1.0,1.0,0.0,1.0,1383.5,
qwen3-4b-think,cycle_check,none,0.1,100,0.98,0.98,0.02,0.99,2051.5,
qwen3-4b-think,cycle_check,none,0.2,100,1.0,1.0,0.0,1.0,1799.0,
qwen3-4b-think,cycle_check,none,0.35,100,0.99,0.99,0.01,1.0,1722.5,
qwen3-4b-think,cycle_check,none,0.5,100,1.0,1.0,0.0,1.0,1508.5,
qwen3-4b-think,cycle_check,rwse,0.1,100,0.98,1.0,0.02,1.0,2386.0,
qwen3-4b-think,cycle_check,rwse,0.2,100,1.0,1.0,0.0,1.0,2305.0,
qwen3-4b-think,cycle_check,rwse,0.35,100,1.0,1.0,0.0,1.0,2314.0,
qwen3-4b-think,cycle_check,rwse,0.5,100,1.0,1.0,0.0,1.0,2058.5,
qwen3-4b-think,edge_count,all,0.1,100,0.34,0.45,0.5,1.0,8184.0,
qwen3-4b-think,edge_count,all,0.2,100,0.28,0.34,0.47,1.0,6903.5,
qwen3-4b-think,edge_count,all,0.35,100,0.14,0.17,0.63,1.0,8192.0,
qwen3-4b-think,edge_count,all,0.5,100,0.11,0.16,0.63,1.0,8192.0,
qwen3-4b-think,edge_count,clustering,0.1,100,0.78,0.83,0.2,1.0,5802.5,
qwen3-4b-think,edge_count,clustering,0.2,100,0.52,0.64,0.47,1.0,7486.0,
qwen3-4b-think,edge_count,clustering,0.35,100,0.45,0.57,0.51,1.0,8192.0,
qwen3-4b-think,edge_count,clustering,0.5,100,0.04,0.07,0.96,1.0,8192.0,
qwen3-4b-think,edge_count,components,0.1,100,0.72,0.88,0.27,1.0,6661.5,
qwen3-4b-think,edge_count,components,0.2,100,0.64,0.75,0.34,1.0,7132.0,
qwen3-4b-think,edge_count,components,0.35,100,0.35,0.55,0.65,1.0,8192.0,
qwen3-4b-think,edge_count,components,0.5,100,0.08,0.21,0.92,1.0,8192.0,
qwen3-4b-think,edge_count,degree,0.1,100,0.28,0.47,0.64,1.0,8192.0,
qwen3-4b-think,edge_count,degree,0.2,100,0.36,0.5,0.52,1.0,8192.0,
qwen3-4b-think,edge_count,degree,0.35,100,0.26,0.35,0.59,1.0,8192.0,
qwen3-4b-think,edge_count,degree,0.5,100,0.24,0.32,0.6,1.0,8192.0,
qwen3-4b-think,edge_count,filler,0.1,100,0.6,0.77,0.4,1.0,7289.5,
qwen3-4b-think,edge_count,filler,0.2,100,0.46,0.57,0.5,1.0,8173.0,
qwen3-4b-think,edge_count,filler,0.35,100,0.22,0.4,0.77,1.0,8192.0,
qwen3-4b-think,edge_count,filler,0.5,100,0.01,0.04,0.99,1.0,8192.0,
qwen3-4b-think,edge_count,none,0.1,100,0.39,0.65,0.6,1.0,8192.0,
qwen3-4b-think,edge_count,none,0.2,100,0.34,0.45,0.66,1.0,8192.0,
qwen3-4b-think,edge_count,none,0.35,100,0.07,0.25,0.92,1.0,8192.0,
qwen3-4b-think,edge_count,none,0.5,100,0.0,0.04,1.0,1.0,8192.0,
qwen3-4b-think,edge_count,rwse,0.1,100,0.63,0.8,0.31,1.0,6866.5,
qwen3-4b-think,edge_count,rwse,0.2,100,0.48,0.66,0.48,1.0,8051.5,
qwen3-4b-think,edge_count,rwse,0.35,100,0.09,0.36,0.91,1.0,8192.0,
qwen3-4b-think,edge_count,rwse,0.5,100,0.01,0.01,0.99,1.0,8192.0,
qwen3-4b-think,edge_existence,all,0.1,100,0.96,1.0,0.04,1.0,572.0,
qwen3-4b-think,edge_existence,all,0.2,100,0.99,1.0,0.01,1.0,624.5,
qwen3-4b-think,edge_existence,all,0.35,100,1.0,1.0,0.0,1.0,723.0,
qwen3-4b-think,edge_existence,all,0.5,100,1.0,1.0,0.0,1.0,737.5,
qwen3-4b-think,edge_existence,all,0.65,100,1.0,1.0,0.0,1.0,761.5,
qwen3-4b-think,edge_existence,all,0.75,100,1.0,1.0,0.0,1.0,821.0,
qwen3-4b-think,edge_existence,all,0.85,100,0.99,0.99,0.0,1.0,788.0,
qwen3-4b-think,edge_existence,clustering,0.1,100,0.97,1.0,0.03,1.0,595.0,
qwen3-4b-think,edge_existence,clustering,0.2,100,0.99,1.0,0.01,1.0,664.0,
qwen3-4b-think,edge_existence,clustering,0.35,100,1.0,1.0,0.0,1.0,800.0,
qwen3-4b-think,edge_existence,clustering,0.5,100,1.0,1.0,0.0,1.0,801.0,
qwen3-4b-think,edge_existence,clustering,0.65,100,1.0,1.0,0.0,1.0,754.5,
qwen3-4b-think,edge_existence,clustering,0.75,100,1.0,1.0,0.0,1.0,817.5,
qwen3-4b-think,edge_existence,clustering,0.85,100,1.0,1.0,0.0,1.0,762.0,
qwen3-4b-think,edge_existence,components,0.1,100,0.99,1.0,0.01,1.0,693.5,
qwen3-4b-think,edge_existence,components,0.2,100,0.99,1.0,0.01,1.0,753.5,
qwen3-4b-think,edge_existence,components,0.35,100,1.0,1.0,0.0,1.0,943.5,
qwen3-4b-think,edge_existence,components,0.5,100,0.99,1.0,0.01,1.0,909.0,
qwen3-4b-think,edge_existence,components,0.65,100,1.0,1.0,0.0,1.0,925.5,
qwen3-4b-think,edge_existence,components,0.75,100,1.0,1.0,0.0,1.0,989.5,
qwen3-4b-think,edge_existence,components,0.85,100,1.0,1.0,0.0,1.0,1026.5,
qwen3-4b-think,edge_existence,degree,0.1,100,0.99,1.0,0.01,1.0,627.5,
qwen3-4b-think,edge_existence,degree,0.2,100,1.0,1.0,0.0,1.0,704.0,
qwen3-4b-think,edge_existence,degree,0.35,100,1.0,1.0,0.0,1.0,855.0,
qwen3-4b-think,edge_existence,degree,0.5,100,1.0,1.0,0.0,1.0,803.0,
qwen3-4b-think,edge_existence,degree,0.65,100,1.0,1.0,0.0,1.0,676.0,
qwen3-4b-think,edge_existence,degree,0.75,100,1.0,1.0,0.0,1.0,729.0,
qwen3-4b-think,edge_existence,degree,0.85,100,1.0,1.0,0.0,1.0,803.5,
qwen3-4b-think,edge_existence,filler,0.1,100,0.99,1.0,0.01,1.0,535.0,
qwen3-4b-think,edge_existence,filler,0.2,100,1.0,1.0,0.0,1.0,669.5,
qwen3-4b-think,edge_existence,filler,0.35,100,1.0,1.0,0.0,1.0,775.0,
qwen3-4b-think,edge_existence,filler,0.5,100,1.0,1.0,0.0,1.0,784.5,
qwen3-4b-think,edge_existence,filler,0.65,100,1.0,1.0,0.0,1.0,672.0,
qwen3-4b-think,edge_existence,filler,0.75,100,1.0,1.0,0.0,1.0,742.5,
qwen3-4b-think,edge_existence,filler,0.85,100,1.0,1.0,0.0,1.0,761.0,
qwen3-4b-think,edge_existence,none,0.1,100,0.99,1.0,0.01,1.0,577.5,
qwen3-4b-think,edge_existence,none,0.2,100,1.0,1.0,0.0,1.0,706.5,
qwen3-4b-think,edge_existence,none,0.35,100,1.0,1.0,0.0,1.0,875.5,
qwen3-4b-think,edge_existence,none,0.5,100,1.0,1.0,0.0,1.0,776.0,
qwen3-4b-think,edge_existence,none,0.65,100,1.0,1.0,0.0,1.0,732.0,
qwen3-4b-think,edge_existence,none,0.75,100,1.0,1.0,0.0,1.0,779.0,
qwen3-4b-think,edge_existence,none,0.85,100,0.98,0.98,0.0,1.0,895.5,
qwen3-4b-think,edge_existence,rwse,0.1,100,0.96,1.0,0.04,1.0,611.5,
qwen3-4b-think,edge_existence,rwse,0.2,100,0.98,0.99,0.02,1.0,744.5,
qwen3-4b-think,edge_existence,rwse,0.35,100,1.0,1.0,0.0,1.0,750.5,
qwen3-4b-think,edge_existence,rwse,0.5,100,1.0,1.0,0.0,1.0,770.0,
qwen3-4b-think,edge_existence,rwse,0.65,100,1.0,1.0,0.0,1.0,793.0,
qwen3-4b-think,edge_existence,rwse,0.75,100,1.0,1.0,0.0,1.0,825.5,
qwen3-4b-think,edge_existence,rwse,0.85,100,0.99,0.99,0.0,1.0,807.0,
qwen3-4b-think,node_count,all,0.1,100,1.0,1.0,0.0,1.0,505.0,
qwen3-4b-think,node_count,all,0.2,100,1.0,1.0,0.0,1.0,607.5,
qwen3-4b-think,node_count,all,0.35,100,1.0,1.0,0.0,1.0,674.0,
qwen3-4b-think,node_count,all,0.5,100,1.0,1.0,0.0,1.0,633.5,
qwen3-4b-think,node_count,clustering,0.1,100,0.99,1.0,0.01,1.0,667.5,
qwen3-4b-think,node_count,clustering,0.2,100,1.0,1.0,0.0,1.0,558.5,
qwen3-4b-think,node_count,clustering,0.35,100,1.0,1.0,0.0,1.0,634.0,
qwen3-4b-think,node_count,clustering,0.5,100,1.0,1.0,0.0,1.0,561.5,
qwen3-4b-think,node_count,components,0.1,100,0.99,0.99,0.0,1.0,1201.0,
qwen3-4b-think,node_count,components,0.2,100,1.0,1.0,0.0,1.0,917.5,
qwen3-4b-think,node_count,components,0.35,100,1.0,1.0,0.0,1.0,844.0,
qwen3-4b-think,node_count,components,0.5,100,0.99,0.99,0.0,1.0,798.5,
qwen3-4b-think,node_count,degree,0.1,100,1.0,1.0,0.0,1.0,957.0,
qwen3-4b-think,node_count,degree,0.2,100,1.0,1.0,0.0,1.0,903.0,
qwen3-4b-think,node_count,degree,0.35,100,1.0,1.0,0.0,1.0,836.5,
qwen3-4b-think,node_count,degree,0.5,100,0.99,1.0,0.01,1.0,793.5,
qwen3-4b-think,node_count,filler,0.1,100,1.0,1.0,0.0,1.0,634.5,
qwen3-4b-think,node_count,filler,0.2,100,1.0,1.0,0.0,1.0,543.0,
qwen3-4b-think,node_count,filler,0.35,100,1.0,1.0,0.0,1.0,481.0,
qwen3-4b-think,node_count,filler,0.5,100,1.0,1.0,0.0,1.0,429.0,
qwen3-4b-think,node_count,none,0.1,100,0.98,0.98,0.0,1.0,1313.0,
qwen3-4b-think,node_count,none,0.2,100,1.0,1.0,0.0,1.0,820.0,
qwen3-4b-think,node_count,none,0.35,100,1.0,1.0,0.0,1.0,835.5,
qwen3-4b-think,node_count,none,0.5,100,1.0,1.0,0.0,1.0,625.5,
qwen3-4b-think,node_count,rwse,0.1,100,0.99,0.99,0.01,1.0,652.0,
qwen3-4b-think,node_count,rwse,0.2,100,1.0,1.0,0.0,1.0,649.0,
qwen3-4b-think,node_count,rwse,0.35,100,1.0,1.0,0.0,1.0,649.5,
qwen3-4b-think,node_count,rwse,0.5,100,1.0,1.0,0.0,1.0,581.0,
qwen3-4b-think,node_degree,all,0.1,100,0.95,0.95,0.05,1.0,465.5,
qwen3-4b-think,node_degree,all,0.2,100,0.98,0.98,0.01,1.0,585.5,
qwen3-4b-think,node_degree,all,0.35,100,0.98,0.98,0.0,1.0,726.5,
qwen3-4b-think,node_degree,all,0.5,100,0.99,0.99,0.01,1.0,909.5,
qwen3-4b-think,node_degree,all,0.65,100,0.98,0.99,0.01,1.0,1135.5,
qwen3-4b-think,node_degree,all,0.75,100,0.97,0.98,0.01,1.0,1422.5,
qwen3-4b-think,node_degree,all,0.85,100,0.98,0.98,0.01,1.0,1712.0,
qwen3-4b-think,node_degree,clustering,0.1,100,0.97,0.97,0.03,1.0,543.5,
qwen3-4b-think,node_degree,clustering,0.2,100,0.99,0.99,0.0,1.0,577.0,
qwen3-4b-think,node_degree,clustering,0.35,100,1.0,1.0,0.0,1.0,701.0,
qwen3-4b-think,node_degree,clustering,0.5,100,0.99,0.99,0.0,1.0,919.5,
qwen3-4b-think,node_degree,clustering,0.65,100,0.98,0.98,0.0,1.0,1342.0,
qwen3-4b-think,node_degree,clustering,0.75,100,0.97,0.97,0.0,1.0,1851.0,
qwen3-4b-think,node_degree,clustering,0.85,100,0.95,0.96,0.01,1.0,2626.5,
qwen3-4b-think,node_degree,components,0.1,100,0.94,0.94,0.06,1.0,1312.5,
qwen3-4b-think,node_degree,components,0.2,100,0.98,0.98,0.01,1.0,985.0,
qwen3-4b-think,node_degree,components,0.35,100,0.98,0.98,0.02,1.0,1015.0,
qwen3-4b-think,node_degree,components,0.5,100,0.99,0.99,0.0,1.0,1304.0,
qwen3-4b-think,node_degree,components,0.65,100,0.98,0.98,0.01,1.0,1753.0,
qwen3-4b-think,node_degree,components,0.75,100,0.96,0.96,0.01,1.0,2513.5,
qwen3-4b-think,node_degree,components,0.85,100,0.92,0.92,0.0,1.0,3158.5,
qwen3-4b-think,node_degree,degree,0.1,100,0.99,0.99,0.01,1.0,952.0,
qwen3-4b-think,node_degree,degree,0.2,100,0.99,0.99,0.0,1.0,969.5,
qwen3-4b-think,node_degree,degree,0.35,100,1.0,1.0,0.0,1.0,1049.5,
qwen3-4b-think,node_degree,degree,0.5,100,1.0,1.0,0.0,1.0,1082.5,
qwen3-4b-think,node_degree,degree,0.65,100,0.96,0.97,0.01,1.0,1273.5,
qwen3-4b-think,node_degree,degree,0.75,100,0.98,0.98,0.0,1.0,1381.0,
qwen3-4b-think,node_degree,degree,0.85,100,0.96,0.97,0.01,1.0,1420.0,
qwen3-4b-think,node_degree,filler,0.1,100,0.97,0.97,0.03,1.0,771.5,
qwen3-4b-think,node_degree,filler,0.2,100,1.0,1.0,0.0,1.0,591.0,
qwen3-4b-think,node_degree,filler,0.35,100,1.0,1.0,0.0,1.0,735.5,
qwen3-4b-think,node_degree,filler,0.5,100,0.99,0.99,0.01,1.0,1018.0,
qwen3-4b-think,node_degree,filler,0.65,100,1.0,1.0,0.0,1.0,1351.0,
qwen3-4b-think,node_degree,filler,0.75,100,0.97,0.97,0.0,1.0,1685.0,
qwen3-4b-think,node_degree,filler,0.85,100,0.95,0.95,0.0,1.0,2344.0,
qwen3-4b-think,node_degree,none,0.1,100,0.96,0.97,0.03,1.0,1206.0,
qwen3-4b-think,node_degree,none,0.2,100,0.95,0.95,0.05,1.0,830.5,
qwen3-4b-think,node_degree,none,0.35,100,0.97,0.97,0.03,1.0,979.0,
qwen3-4b-think,node_degree,none,0.5,100,1.0,1.0,0.0,1.0,1339.5,
qwen3-4b-think,node_degree,none,0.65,100,1.0,1.0,0.0,1.0,1699.0,
qwen3-4b-think,node_degree,none,0.75,100,0.96,0.97,0.01,1.0,2269.0,
qwen3-4b-think,node_degree,none,0.85,100,0.96,0.96,0.0,1.0,2786.5,
qwen3-4b-think,node_degree,rwse,0.1,100,0.93,0.93,0.07,1.0,589.5,
qwen3-4b-think,node_degree,rwse,0.2,100,0.96,0.96,0.02,1.0,609.5,
qwen3-4b-think,node_degree,rwse,0.35,100,1.0,1.0,0.0,1.0,718.0,
qwen3-4b-think,node_degree,rwse,0.5,100,0.94,0.94,0.0,1.0,963.5,
qwen3-4b-think,node_degree,rwse,0.65,100,0.97,0.97,0.02,1.0,1387.5,
qwen3-4b-think,node_degree,rwse,0.75,100,0.95,0.95,0.0,1.0,2159.0,
qwen3-4b-think,node_degree,rwse,0.85,100,0.98,0.99,0.01,1.0,2594.0,
