p,index,graph_id,n_edges,mean_degree,components,triangles,mean_clustering,target,target_degree,target_clustering,edge_u,edge_v,rwse_unique,rwse_modal_share,rwse_unique_4dp,rwse_unique_6dp,degree_unique,clustering_unique
0.1,0,p0.1/0,72,3.6,4,11,0.13839285714285715,16,2,1.0,16,11,31,0.075,36,36,8,9
0.1,1,p0.1/1,88,4.4,1,13,0.1163095238095238,5,3,0.3333333333333333,5,38,30,0.075,38,38,8,11
0.1,2,p0.1/2,52,2.6,4,4,0.08249999999999999,23,3,0.0,23,3,25,0.15,29,29,6,6
0.1,3,p0.1/3,86,4.3,2,8,0.07626984126984127,6,3,0.0,6,0,29,0.075,37,37,10,6
0.1,4,p0.1/4,80,4.0,1,10,0.07416666666666666,18,2,0.0,18,3,27,0.1,36,36,8,9
0.1,5,p0.1/5,80,4.0,2,11,0.08422619047619047,2,5,0.3,2,12,31,0.1,36,36,9,11
0.1,6,p0.1/6,77,3.85,2,10,0.07619047619047618,31,2,0.0,31,7,28,0.1,34,34,8,10
0.1,7,p0.1/7,79,3.95,3,10,0.11946428571428572,15,3,0.0,15,24,32,0.075,36,36,9,12
0.1,8,p0.1/8,85,4.25,1,12,0.10051587301587302,6,6,0.13333333333333333,6,28,31,0.05,39,39,9,11
0.1,9,p0.1/9,62,3.1,4,9,0.12904761904761902,4,4,0.16666666666666666,4,11,32,0.075,34,34,8,11
0.1,10,p0.1/10,87,4.35,1,14,0.1136309523809524,12,5,0.0,12,23,25,0.125,34,34,8,15
0.1,11,p0.1/11,88,4.4,1,7,0.06089285714285714,21,4,0.0,21,22,27,0.1,38,38,8,9
0.1,12,p0.1/12,75,3.75,1,12,0.13404761904761903,20,1,0.0,20,39,34,0.075,36,36,8,12
0.1,13,p0.1/13,84,4.2,1,13,0.11714285714285713,25,4,0.0,25,26,29,0.075,36,36,8,11
0.1,14,p0.1/14,75,3.75,1,11,0.11218253968253969,13,5,0.0,13,39,31,0.125,35,35,9,10
0.1,15,p0.1/15,85,4.25,2,15,0.08541666666666667,14,5,0.1,14,37,34,0.075,39,39,9,11
0.1,16,p0.1/16,70,3.5,1,4,0.08321428571428571,3,2,0.0,3,2,25,0.1,32,32,7,8
0.1,17,p0.1/17,76,3.8,3,6,0.0763095238095238,27,4,0.16666666666666666,27,1,29,0.075,38,38,9,9
0.1,18,p0.1/18,80,4.0,2,13,0.13845238095238094,2,4,0.0,2,9,30,0.075,38,38,8,8
0.1,19,p0.1/19,90,4.5,1,17,0.11768939393939393,23,4,0.3333333333333333,23,16,32,0.075,40,40,9,14
0.1,20,p0.1/20,76,3.8,1,5,0.04875,16,5,0.0,16,38,28,0.1,36,36,8,6
0.1,21,p0.1/21,73,3.65,3,12,0.10253968253968256,37,2,1.0,37,25,34,0.05,36,36,10,10
0.1,22,p0.1/22,100,5.0,2,26,0.17109126984126982,27,7,0.047619047619047616,27,23,30,0.075,40,40,11,15
0.1,23,p0.1/23,74,3.7,3,11,0.09999999999999998,38,1,0.0,38,20,31,0.1,35,35,9,9
0.1,24,p0.1/24,90,4.5,2,15,0.10533730158730159,9,4,0.0,9,7,29,0.075,39,39,10,12
0.1,25,p0.1/25,70,3.5,2,4,0.027337662337662338,27,6,0.06666666666666667,27,34,30,0.1,38,38,9,7
0.1,26,p0.1/26,87,4.35,2,21,0.15892857142857142,10,4,0.0,10,12,33,0.05,36,36,8,12
0.1,27,p0.1/27,88,4.4,1,16,0.12482142857142856,37,7,0.047619047619047616,37,21,32,0.075,38,38,8,13
0.1,28,p0.1/28,84,4.2,1,12,0.08456349206349205,1,6,0.06666666666666667,1,20,34,0.05,39,39,9,9
0.1,29,p0.1/29,88,4.4,2,18,0.13793650793650794,9,3,0.0,9,19,33,0.05,40,40,10,13
0.1,30,p0.1/30,71,3.55,1,4,0.058690476190476196,14,4,0.16666666666666666,14,35,29,0.1,33,33,7,8
0.1,31,p0.1/31,82,4.1,1,10,0.09573412698412698,30,2,0.0,30,15,31,0.075,36,36,9,9
0.1,32,p0.1/32,79,3.95,3,12,0.16726190476190478,11,7,0.19047619047619047,11,36,29,0.1,35,35,8,12
0.1,33,p0.1/33,73,3.65,3,7,0.07297619047619047,35,0,0.0,35,39,26,0.1,34,34,8,9
0.1,34,p0.1/34,92,4.6,2,18,0.11142857142857143,4,10,0.13333333333333333,4,26,33,0.075,39,39,10,11
0.1,35,p0.1/35,77,3.85,1,4,0.0475,34,7,0.0,34,32,24,0.15,34,34,7,7
0.1,36,p0.1/36,73,3.65,2,10,0.09246031746031746,10,4,0.0,10,13,28,0.1,33,33,9,9
0.1,37,p0.1/37,71,3.55,1,7,0.08095238095238096,12,7,0.09523809523809523,12,34,29,0.1,34,34,7,8
0.1,38,p0.1/38,80,4.0,2,10,0.09976190476190475,32,7,0.14285714285714285,32,29,30,0.1,38,38,10,10
0.1,39,p0.1/39,82,4.1,2,10,0.08757936507936508,0,6,0.0,0,18,31,0.075,40,40,10,10
0.1,40,p0.1/40,72,3.6,2,10,0.1346626984126984,3,5,0.1,3,18,31,0.075,34,34,9,11
0.1,41,p0.1/41,89,4.45,4,16,0.12920634920634919,3,4,0.16666666666666666,3,17,28,0.075,38,38,9,14
0.1,42,p0.1/42,70,3.5,2,5,0.06988095238095239,26,2,0.0,26,11,29,0.1,35,35,8,6
0.1,43,p0.1/43,87,4.35,2,9,0.049107142857142856,28,3,0.0,28,26,27,0.1,39,39,10,10
0.1,44,p0.1/44,90,4.5,1,11,0.11958333333333333,2,5,0.2,2,18,31,0.075,38,38,7,10
0.1,45,p0.1/45,81,4.05,3,15,0.0977579365079365,15,5,0.1,15,1,33,0.075,36,36,10,12
0.1,46,p0.1/46,77,3.85,1,11,0.09156746031746031,23,5,0.0,23,14,33,0.075,39,39,9,9
0.1,47,p0.1/47,68,3.4,1,8,0.10416666666666666,37,2,0.0,37,32,31,0.1,34,34,6,8
0.1,48,p0.1/48,71,3.55,2,10,0.10184523809523811,5,4,0.16666666666666666,5,37,35,0.05,36,36,8,10
0.1,49,p0.1/49,73,3.65,2,10,0.11113095238095239,39,0,0.0,39,23,31,0.05,38,38,9,12
0.1,50,p0.1/50,74,3.7,2,11,0.11369047619047619,19,6,0.2,19,13,30,0.1,36,36,8,9
0.1,51,p0.1/51,80,4.0,1,9,0.08035714285714286,17,8,0.14285714285714285,17,4,30,0.125,36,36,7,9
0.1,52,p0.1/52,81,4.05,1,12,0.08619047619047619,9,1,0.0,9,38,31,0.125,36,36,8,10
0.1,53,p0.1/53,60,3.0,2,2,0.032361111111111104,11,3,0.3333333333333333,11,13,27,0.15,31,31,8,5
0.1,54,p0.1/54,76,3.8,3,13,0.08821428571428572,0,3,0.0,0,11,29,0.125,32,32,9,11
0.1,55,p0.1/55,79,3.95,2,9,0.08785714285714286,1,3,0.0,1,15,30,0.1,38,38,8,9
0.1,56,p0.1/56,71,3.55,2,3,0.02986111111111111,4,2,0.0,4,17,23,0.15,32,32,8,6
0.1,57,p0.1/57,69,3.45,2,9,0.14226190476190476,37,2,1.0,37,24,34,0.1,35,35,8,9
0.1,58,p0.1/58,93,4.65,1,13,0.12515873015873016,21,3,0.3333333333333333,21,3,31,0.1,40,40,10,11
0.1,59,p0.1/59,67,3.35,3,6,0.08261904761904762,29,2,0.0,29,8,30,0.1,36,36,9,8
0.1,60,p0.1/60,78,3.9,1,9,0.12464285714285714,3,4,0.16666666666666666,3,39,33,0.075,38,38,6,9
0.1,61,p0.1/61,78,3.9,1,12,0.09333333333333334,20,6,0.0,20,8,29,0.125,34,34,8,11
0.1,62,p0.1/62,71,3.55,2,8,0.09369047619047619,9,4,0.16666666666666666,9,38,29,0.075,33,33,8,9
0.1,63,p0.1/63,84,4.2,1,11,0.1325595238095238,31,4,0.3333333333333333,31,34,32,0.075,39,39,8,10
0.1,64,p0.1/64,83,4.15,1,9,0.09869047619047619,13,6,0.0,13,3,31,0.075,37,37,7,9
0.1,65,p0.1/65,69,3.45,2,6,0.042083333333333334,8,6,0.13333333333333333,8,10,26,0.1,32,32,9,9
0.1,66,p0.1/66,92,4.6,1,17,0.13011904761904763,0,6,0.06666666666666667,0,32,33,0.05,40,40,10,11
0.1,67,p0.1/67,88,4.4,1,9,0.04886904761904762,16,6,0.0,16,32,24,0.175,38,38,9,9
0.1,68,p0.1/68,73,3.65,2,7,0.06392857142857142,26,4,0.0,26,14,31,0.075,35,35,8,10
0.1,69,p0.1/69,83,4.15,2,17,0.1189556277056277,13,1,0.0,13,38,31,0.075,36,36,11,12
0.1,70,p0.1/70,81,4.05,1,10,0.07265873015873017,17,6,0.13333333333333333,17,22,29,0.1,37,37,8,7
0.1,71,p0.1/71,71,3.55,1,8,0.10261904761904761,32,1,0.0,32,34,29,0.125,32,32,7,8
0.1,72,p0.1/72,85,4.25,2,10,0.07053571428571428,6,2,0.0,6,25,30,0.1,37,37,8,11
0.1,73,p0.1/73,75,3.75,1,10,0.07761904761904762,11,4,0.0,11,36,33,0.075,36,36,7,9
0.1,74,p0.1/74,77,3.85,1,8,0.11900793650793648,7,1,0.0,7,14,31,0.1,37,37,8,9
0.1,75,p0.1/75,73,3.65,2,6,0.06845238095238096,9,5,0.1,9,6,31,0.1,35,35,9,8
0.1,76,p0.1/76,95,4.75,1,20,0.12437590187590189,0,5,0.2,0,11,34,0.05,40,40,11,13
0.1,77,p0.1/77,81,4.05,1,17,0.15226190476190476,38,3,0.3333333333333333,38,24,32,0.075,37,37,8,14
0.1,78,p0.1/78,85,4.25,1,14,0.10135822510822509,22,5,0.2,22,30,36,0.05,40,40,10,11
0.1,79,p0.1/79,90,4.5,1,15,0.14994047619047618,23,6,0.06666666666666667,23,7,33,0.05,37,37,8,12
0.1,80,p0.1/80,83,4.15,1,17,0.13327380952380952,31,7,0.14285714285714285,31,33,34,0.075,38,38,8,14
0.1,81,p0.1/81,79,3.95,1,9,0.07698412698412697,28,5,0.1,28,7,32,0.1,38,38,8,8
0.1,82,p0.1/82,81,4.05,2,6,0.0830952380952381,32,8,0.0,32,9,28,0.15,36,36,9,7
0.1,83,p0.1/83,83,4.15,1,19,0.1586111111111111,34,4,0.16666666666666666,34,23,30,0.1,37,37,9,13
0.1,84,p0.1/84,74,3.7,1,7,0.07238095238095238,20,3,0.0,20,1,27,0.125,32,32,7,7
0.1,85,p0.1/85,75,3.75,2,10,0.1138095238095238,15,4,0.0,15,23,34,0.075,38,38,9,10
0.1,86,p0.1/86,77,3.85,1,8,0.07726190476190475,16,3,0.0,16,10,29,0.075,37,37,8,8
0.1,87,p0.1/87,75,3.75,1,11,0.12488095238095238,18,2,0.0,18,25,32,0.1,33,33,8,10
0.1,88,p0.1/88,70,3.5,1,10,0.14906746031746032,22,2,0.0,22,31,31,0.125,35,35,8,9
0.1,89,p0.1/89,71,3.55,2,4,0.04726190476190476,20,3,0.0,20,26,29,0.1,36,36,9,6
0.1,90,p0.1/90,72,3.6,1,3,0.05083333333333333,32,3,0.0,32,17,24,0.125,33,33,7,4
0.1,91,p0.1/91,82,4.1,1,9,0.0623015873015873,35,6,0.2,35,25,31,0.125,39,39,9,10
0.1,92,p0.1/92,85,4.25,2,17,0.1303174603174603,11,4,0.16666666666666666,11,22,32,0.075,39,39,10,10
0.1,93,p0.1/93,69,3.45,1,2,0.012023809523809523,30,3,0.0,30,29,23,0.175,31,31,7,5
0.1,94,p0.1/94,70,3.5,4,7,0.09595238095238096,11,2,0.0,11,13,29,0.075,34,34,8,8
0.1,95,p0.1/95,73,3.65,1,4,0.036190476190476197,11,4,0.0,11,6,23,0.1,34,34,7,7
0.1,96,p0.1/96,73,3.65,2,8,0.07625,11,6,0.06666666666666667,11,19,33,0.1,36,36,9,8
0.1,97,p0.1/97,80,4.0,2,12,0.10575396825396828,25,3,0.0,25,0,32,0.075,37,37,10,11
0.1,98,p0.1/98,92,4.6,2,26,0.15832722832722831,34,1,0.0,34,4,31,0.075,38,38,11,14
0.1,99,p0.1/99,79,3.95,2,11,0.10803571428571428,13,2,0.0,13,31,33,0.075,37,37,10,12
0.2,0,p0.2/0,170,8.5,1,90,0.20065642690642688,27,6,0.13333333333333333,27,23,13,0.25,40,40,10,18
0.2,1,p0.2/1,156,7.8,1,75,0.16734251859251859,36,6,0.06666666666666667,36,9,22,0.1,40,40,11,18
0.2,2,p0.2/2,147,7.35,1,56,0.13965007215007214,9,9,0.16666666666666666,9,14,20,0.15,39,39,11,17
0.2,3,p0.2/3,147,7.35,1,51,0.1354202741702742,32,8,0.25,32,33,18,0.15,40,40,10,19
0.2,4,p0.2/4,142,7.1,1,56,0.17631673881673882,24,8,0.25,24,27,21,0.125,40,40,10,17
0.2,5,p0.2/5,152,7.6,1,55,0.1591161616161616,8,8,0.10714285714285714,8,33,17,0.15,40,40,9,16
0.2,6,p0.2/6,139,6.95,1,66,0.204719030969031,32,7,0.38095238095238093,32,21,22,0.125,40,40,12,21
0.2,7,p0.2/7,159,7.95,1,71,0.174242007992008,20,9,0.2222222222222222,20,26,17,0.2,40,40,11,20
0.2,8,p0.2/8,158,7.9,1,80,0.2008763458763459,3,9,0.1388888888888889,3,21,18,0.125,40,40,10,19
0.2,9,p0.2/9,155,7.75,1,70,0.1856367243867244,1,7,0.19047619047619047,1,18,18,0.1,40,40,9,19
0.2,10,p0.2/10,151,7.55,1,70,0.21786199911199908,1,8,0.21428571428571427,1,16,18,0.175,40,40,11,18
0.2,11,p0.2/11,159,7.95,1,85,0.2227181152181152,0,9,0.25,0,23,17,0.15,40,40,11,21
0.2,12,p0.2/12,169,8.45,1,95,0.20085844710844708,21,11,0.16363636363636364,21,32,15,0.225,40,40,12,21
0.2,13,p0.2/13,160,8.0,1,87,0.2178206515706516,7,4,0.5,7,13,17,0.175,40,40,11,21
0.2,14,p0.2/14,154,7.7,1,85,0.22091089466089464,17,9,0.2222222222222222,17,10,17,0.25,40,40,10,18
0.2,15,p0.2/15,140,7.0,1,53,0.17492604617604618,12,10,0.26666666666666666,12,37,20,0.15,40,40,9,17
0.2,16,p0.2/16,145,7.25,1,66,0.18533078033078032,0,9,0.2777777777777778,0,32,18,0.2,40,40,11,17
0.2,17,p0.2/17,162,8.1,1,90,0.20890373515373514,11,9,0.25,11,5,16,0.225,40,40,11,20
0.2,18,p0.2/18,170,8.5,1,102,0.21780830280830282,31,8,0.10714285714285714,31,3,15,0.175,40,40,10,19
0.2,19,p0.2/19,157,7.85,1,85,0.21341908091908093,27,10,0.17777777777777778,27,4,20,0.125,40,40,13,18
0.2,20,p0.2/20,148,7.4,1,62,0.17611832611832612,22,6,0.13333333333333333,22,31,18,0.15,40,40,9,20
0.2,21,p0.2/21,166,8.3,1,99,0.2089383247471483,16,4,0.3333333333333333,16,20,19,0.125,40,40,13,20
0.2,22,p0.2/22,171,8.55,1,88,0.19855450105450104,35,9,0.05555555555555555,35,14,12,0.175,40,40,10,20
0.2,23,p0.2/23,147,7.35,1,58,0.16367063492063494,39,4,0.3333333333333333,39,9,22,0.125,40,40,11,19
0.2,24,p0.2/24,172,8.6,1,106,0.23010232822732823,33,6,0.3333333333333333,33,11,18,0.15,39,40,11,21
0.2,25,p0.2/25,177,8.85,1,120,0.25486360861360857,19,10,0.2,19,27,13,0.175,40,40,12,17
0.2,26,p0.2/26,144,7.2,1,72,0.20037074037074037,39,6,0.2,39,4,23,0.15,40,40,10,14
0.2,27,p0.2/27,155,7.75,1,79,0.1896789321789322,28,4,0.3333333333333333,28,2,21,0.125,40,40,12,23
0.2,28,p0.2/28,142,7.1,1,58,0.19752164502164501,20,7,0.14285714285714285,20,21,19,0.225,40,40,9,17
0.2,29,p0.2/29,182,9.1,1,136,0.2647365175673999,0,7,0.23809523809523808,0,19,12,0.175,40,40,11,18
0.2,30,p0.2/30,133,6.65,1,47,0.15540404040404038,35,9,0.1388888888888889,35,11,28,0.15,40,40,10,18
0.2,31,p0.2/31,176,8.8,1,119,0.22967005217005215,33,7,0.23809523809523808,33,11,16,0.15,40,40,9,19
0.2,32,p0.2/32,126,6.3,1,44,0.1692937617937618,9,5,0.2,9,28,29,0.1,40,40,12,18
0.2,33,p0.2/33,175,8.75,1,112,0.22468059718059719,10,11,0.2545454545454545,10,16,19,0.125,40,40,12,20
0.2,34,p0.2/34,155,7.75,1,78,0.205777417027417,28,6,0.13333333333333333,28,33,17,0.175,40,40,9,18
0.2,35,p0.2/35,165,8.25,1,90,0.2070815295815296,33,13,0.1282051282051282,33,17,16,0.175,40,40,10,18
0.2,36,p0.2/36,170,8.5,1,99,0.20823953823953825,29,10,0.28888888888888886,29,27,11,0.2,40,40,9,21
0.2,37,p0.2/37,144,7.2,1,56,0.20650072150072152,37,11,0.18181818181818182,37,7,23,0.075,40,40,9,22
0.2,38,p0.2/38,157,7.85,1,80,0.20915223665223664,29,4,0.6666666666666666,29,39,21,0.15,40,40,11,19
0.2,39,p0.2/39,147,7.35,1,74,0.2015910478410478,29,6,0.4,29,10,23,0.15,40,40,12,21
0.2,40,p0.2/40,143,7.15,1,67,0.2247276334776335,34,11,0.2,34,32,26,0.075,40,40,11,19
0.2,41,p0.2/41,171,8.55,1,103,0.22589022089022087,16,12,0.15151515151515152,16,20,13,0.375,40,40,10,16
0.2,42,p0.2/42,161,8.05,1,72,0.17306776556776557,18,9,0.08333333333333333,18,6,16,0.15,40,40,10,19
0.2,43,p0.2/43,140,7.0,1,57,0.17268759018759017,18,5,0.1,18,9,23,0.1,40,40,9,17
0.2,44,p0.2/44,137,6.85,1,59,0.19601190476190475,32,13,0.16666666666666666,32,4,24,0.125,40,40,13,18
0.2,45,p0.2/45,167,8.35,1,98,0.21314837939837936,28,10,0.2,28,2,15,0.35,40,40,11,16
0.2,46,p0.2/46,143,7.15,1,68,0.1923394660894661,12,8,0.14285714285714285,12,19,27,0.125,40,40,11,19
0.2,47,p0.2/47,167,8.35,1,104,0.23647519147519147,32,12,0.25757575757575757,32,9,20,0.175,40,40,10,20
0.2,48,p0.2/48,142,7.1,1,67,0.19305430680430682,2,9,0.16666666666666666,2,3,25,0.125,40,40,10,20
0.2,49,p0.2/49,153,7.65,1,74,0.19015512265512263,37,7,0.09523809523809523,37,12,22,0.15,40,40,10,17
0.2,50,p0.2/50,171,8.55,1,97,0.20080808080808082,14,8,0.17857142857142858,14,25,17,0.15,40,40,11,19
0.2,51,p0.2/51,163,8.15,1,82,0.1886431623931624,34,11,0.16363636363636364,34,17,14,0.25,40,40,9,19
0.2,52,p0.2/52,164,8.2,1,84,0.2062301587301587,29,6,0.3333333333333333,29,4,12,0.25,40,40,8,14
0.2,53,p0.2/53,154,7.7,1,76,0.20939504939504938,29,8,0.21428571428571427,29,36,21,0.125,40,40,11,19
0.2,54,p0.2/54,150,7.5,1,76,0.1817876567876568,23,5,0.2,23,20,20,0.125,40,40,11,20
0.2,55,p0.2/55,153,7.65,1,72,0.17309232434232436,25,8,0.21428571428571427,25,32,18,0.125,40,40,11,17
0.2,56,p0.2/56,161,8.05,1,82,0.20175047175047173,35,9,0.1388888888888889,35,21,20,0.15,40,40,11,17
0.2,57,p0.2/57,172,8.6,1,101,0.2145414307914308,3,6,0.2,3,15,15,0.2,40,40,11,24
0.2,58,p0.2/58,160,8.0,1,93,0.21482656232656233,21,7,0.3333333333333333,21,6,21,0.125,40,40,12,19
0.2,59,p0.2/59,144,7.2,1,65,0.195719696969697,26,12,0.21212121212121213,26,20,20,0.1,40,40,9,21
0.2,60,p0.2/60,161,8.05,1,75,0.16803848928848927,27,8,0.14285714285714285,27,32,15,0.2,40,40,11,15
0.2,61,p0.2/61,142,7.1,1,68,0.21485708735708736,37,7,0.09523809523809523,37,7,21,0.2,40,40,10,19
0.2,62,p0.2/62,138,6.9,1,41,0.13677308802308802,4,7,0.19047619047619047,4,24,20,0.15,40,40,10,15
0.2,63,p0.2/63,175,8.75,1,112,0.2005631868131868,30,7,0.19047619047619047,30,24,18,0.15,40,40,11,21
0.2,64,p0.2/64,153,7.65,1,64,0.18922494172494173,19,7,0.3333333333333333,19,14,18,0.175,40,40,10,20
0.2,65,p0.2/65,150,7.5,1,80,0.20550324675324677,26,5,0.1,26,33,24,0.125,40,40,10,21
0.2,66,p0.2/66,163,8.15,1,90,0.25213023088023084,31,10,0.24444444444444444,31,6,18,0.15,40,40,10,19
0.2,67,p0.2/67,166,8.3,1,101,0.240000555000555,32,6,0.13333333333333333,32,19,20,0.125,40,40,12,20
0.2,68,p0.2/68,179,8.95,1,111,0.22202249139749136,20,4,0.6666666666666666,20,18,14,0.225,40,40,12,17
0.2,69,p0.2/69,151,7.55,1,59,0.16847222222222222,23,8,0.25,23,5,15,0.15,40,40,8,17
0.2,70,p0.2/70,151,7.55,1,75,0.20768939393939395,4,5,0.2,4,1,21,0.1,40,40,12,18
0.2,71,p0.2/71,147,7.35,1,76,0.24668928293928297,36,5,0.4,36,1,20,0.15,40,40,11,20
0.2,72,p0.2/72,156,7.8,1,77,0.18983599733599738,8,8,0.21428571428571427,8,34,19,0.125,40,40,12,19
0.2,73,p0.2/73,148,7.4,1,84,0.23657661782661776,13,4,0.3333333333333333,13,32,28,0.075,40,40,11,20
0.2,74,p0.2/74,143,7.15,1,53,0.15436327561327562,3,9,0.1111111111111111,3,31,18,0.125,40,40,8,18
0.2,75,p0.2/75,148,7.4,1,82,0.24339271839271834,4,7,0.2857142857142857,4,21,21,0.1,40,40,12,16
0.2,76,p0.2/76,144,7.2,1,56,0.18779761904761905,4,5,0.3,4,13,19,0.125,40,40,9,21
0.2,77,p0.2/77,162,8.1,1,87,0.22648545898545897,8,8,0.21428571428571427,8,17,18,0.175,40,40,11,17
0.2,78,p0.2/78,164,8.2,1,82,0.19002178377178375,18,7,0.2857142857142857,18,39,14,0.175,40,40,11,21
0.2,79,p0.2/79,144,7.2,1,58,0.17663600288600287,18,8,0.17857142857142858,18,27,21,0.15,40,40,9,18
0.2,80,p0.2/80,128,6.4,1,38,0.13457431457431457,20,10,0.15555555555555556,20,34,23,0.1,40,40,10,15
0.2,81,p0.2/81,132,6.6,1,44,0.15903318903318903,38,7,0.19047619047619047,38,17,19,0.175,40,40,10,16
0.2,82,p0.2/82,158,7.9,1,76,0.1998538961038961,11,4,0.3333333333333333,11,23,15,0.15,40,40,9,17
0.2,83,p0.2/83,151,7.55,1,75,0.2274404761904762,0,7,0.14285714285714285,0,14,18,0.175,40,40,10,20
0.2,84,p0.2/84,161,8.05,1,76,0.18805611055611055,21,11,0.18181818181818182,21,10,14,0.225,40,40,10,17
0.2,85,p0.2/85,146,7.3,1,72,0.17512459762459764,16,6,0.13333333333333333,16,32,22,0.1,40,40,11,18
0.2,86,p0.2/86,147,7.35,1,53,0.17273809523809522,7,8,0.10714285714285714,7,22,16,0.275,40,40,10,17
0.2,87,p0.2/87,169,8.45,1,114,0.23768370518370516,8,11,0.18181818181818182,8,6,15,0.2,40,40,11,22
0.2,88,p0.2/88,163,8.15,1,80,0.1889792152292152,8,5,0.2,8,2,16,0.15,40,40,9,18
0.2,89,p0.2/89,139,6.95,1,45,0.14740079365079364,39,6,0.2,39,32,20,0.125,40,40,9,18
0.2,90,p0.2/90,139,6.95,1,65,0.19863095238095238,26,5,0.3,26,6,28,0.125,40,40,11,20
0.2,91,p0.2/91,162,8.1,1,96,0.24248836947366356,13,9,0.1388888888888889,13,6,20,0.15,40,40,11,20
0.2,92,p0.2/92,149,7.45,1,76,0.21499278499278499,5,8,0.17857142857142858,5,19,19,0.125,40,40,9,19
0.2,93,p0.2/93,176,8.8,1,115,0.2344390331890332,13,13,0.2692307692307692,13,25,14,0.15,40,40,11,20
0.2,94,p0.2/94,164,8.2,1,101,0.23206376956376956,20,12,0.22727272727272727,20,0,17,0.125,40,40,11,21
0.2,95,p0.2/95,168,8.4,1,98,0.22678141303141305,16,8,0.17857142857142858,16,10,16,0.225,40,40,12,17
0.2,96,p0.2/96,162,8.1,1,85,0.20884268509268508,15,10,0.2222222222222222,15,10,19,0.2,40,40,12,20
0.2,97,p0.2/97,162,8.1,1,99,0.246505439005439,11,7,0.2857142857142857,11,23,22,0.125,40,40,10,19
0.2,98,p0.2/98,152,7.6,1,77,0.21314851814851812,21,6,0.2,21,9,19,0.15,40,40,11,18
0.2,99,p0.2/99,139,6.95,1,58,0.19379329004329002,15,9,0.3055555555555556,15,2,19,0.125,40,40,9,21
0.35,0,p0.35/0,267,13.35,1,399,0.34594364978846404,21,14,0.25274725274725274,21,18,6,0.375,40,40,14,19
0.35,1,p0.35/1,278,13.9,1,435,0.3478940920620487,28,12,0.22727272727272727,28,30,7,0.575,40,40,12,17
0.35,2,p0.35/2,272,13.6,1,429,0.36362371525103726,16,14,0.3516483516483517,16,17,8,0.35,39,40,13,17
0.35,3,p0.35/3,267,13.35,1,401,0.34722110856979277,34,15,0.34285714285714286,34,15,6,0.35,40,40,13,17
0.35,4,p0.35/4,266,13.3,1,413,0.36623553927153,34,13,0.28205128205128205,34,24,10,0.325,40,40,12,18
0.35,5,p0.35/5,273,13.65,1,429,0.3472475076093497,6,18,0.3464052287581699,6,38,7,0.5,40,40,12,15
0.35,6,p0.35/6,285,14.25,1,458,0.34859976216593863,17,17,0.375,17,21,5,0.425,40,40,12,18
0.35,7,p0.35/7,276,13.8,1,413,0.34295427203515444,9,13,0.2564102564102564,9,10,5,0.5,40,40,9,16
0.35,8,p0.35/8,281,14.05,1,438,0.34202080191050777,12,11,0.45454545454545453,12,32,5,0.5,40,40,12,19
0.35,9,p0.35/9,258,12.9,1,350,0.33031037181772477,8,13,0.24358974358974358,8,22,6,0.35,40,40,12,17
0.35,10,p0.35/10,270,13.5,1,431,0.36136075418389657,11,15,0.3238095238095238,11,1,10,0.275,40,40,14,19
0.35,11,p0.35/11,267,13.35,1,377,0.3321053537965303,39,15,0.37142857142857144,39,37,6,0.35,40,40,10,16
0.35,12,p0.35/12,277,13.85,1,411,0.3345859891312678,26,12,0.42424242424242425,26,25,6,0.675,40,40,11,13
0.35,13,p0.35/13,273,13.65,1,412,0.35093668178227,5,14,0.32967032967032966,5,7,5,0.5,40,40,9,16
0.35,14,p0.35/14,261,13.05,1,362,0.3250428548919261,17,15,0.3619047619047619,17,37,9,0.325,40,40,11,15
0.35,15,p0.35/15,290,14.5,1,509,0.37867909502777924,22,13,0.41025641025641024,22,34,5,0.55,39,40,12,15
0.35,16,p0.35/16,292,14.6,1,539,0.38991143745240864,32,11,0.34545454545454546,32,39,6,0.575,40,40,13,13
0.35,17,p0.35/17,277,13.85,1,438,0.3536976677862901,37,15,0.3142857142857143,37,22,7,0.5,40,40,14,17
0.35,18,p0.35/18,275,13.75,1,471,0.38281555840959863,8,13,0.46153846153846156,8,25,8,0.4,40,40,14,19
0.35,19,p0.35/19,274,13.7,1,416,0.33612912371426307,18,13,0.3333333333333333,18,16,6,0.325,39,40,12,17
0.35,20,p0.35/20,238,11.9,1,267,0.30137071262071263,6,11,0.34545454545454546,6,14,6,0.325,40,40,10,17
0.35,21,p0.35/21,285,14.25,1,481,0.36828155418712694,18,19,0.36257309941520466,18,12,7,0.375,40,40,14,16
0.35,22,p0.35/22,266,13.3,1,396,0.3503385836299923,38,15,0.4,38,14,5,0.375,40,40,14,18
0.35,23,p0.35/23,247,12.35,1,305,0.30723810503222265,36,12,0.42424242424242425,36,33,8,0.375,40,40,11,17
0.35,24,p0.35/24,278,13.9,1,453,0.3550978776984969,39,16,0.375,39,27,7,0.4,40,40,12,17
0.35,25,p0.35/25,260,13.0,1,351,0.33042308847842905,1,15,0.26666666666666666,1,33,6,0.4,40,40,11,16
0.35,26,p0.35/26,276,13.8,1,421,0.3474850884409708,10,12,0.3333333333333333,10,11,6,0.6,40,40,10,15
0.35,27,p0.35/27,295,14.75,1,552,0.3957372815093404,9,12,0.4696969696969697,9,38,6,0.4,40,40,13,16
