arm,task,density,condition,n,n_uncapped,hit_cap_rate,median_tokens,p90_tokens,median_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes,acc,parsed_rate
qwen3-4b,node_count,0.1,none,100,100,0.0,76.0,210.0,0.0,0.0,0.0,0.0,0.92,1.0
qwen3-4b,node_count,0.1,filler,100,100,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.98,1.0
qwen3-4b,node_count,0.1,degree,100,100,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.94,1.0
qwen3-4b,node_count,0.1,clustering,100,100,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.97,1.0
qwen3-4b,node_count,0.1,rwse,100,100,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.98,1.0
qwen3-4b,node_count,0.1,components,100,100,0.0,31.0,32.0,0.0,0.0,0.0,0.0,0.97,1.0
qwen3-4b,node_count,0.1,all,100,100,0.0,33.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.2,none,100,100,0.0,31.0,76.0,0.0,0.0,0.0,0.0,0.69,1.0
qwen3-4b,node_count,0.2,filler,100,100,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.2,degree,100,100,0.0,30.0,37.0,0.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_count,0.2,clustering,100,100,0.0,6.0,33.0,0.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_count,0.2,rwse,100,100,0.0,33.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.2,components,100,100,0.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.2,all,100,100,0.0,38.0,192.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,none,100,100,0.0,82.5,95.40000000000012,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,filler,100,100,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,degree,100,100,0.0,36.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,clustering,100,100,0.0,38.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,rwse,100,100,0.0,57.0,78.10000000000001,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,components,100,100,0.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.35,all,100,100,0.0,37.0,40.80000000000024,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,none,100,100,0.0,37.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,filler,100,100,0.0,6.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,degree,100,100,0.0,36.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,clustering,100,100,0.0,37.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,rwse,100,100,0.0,57.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,components,100,100,0.0,36.0,107.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_count,0.5,all,100,100,0.0,38.0,192.0,0.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,cycle_check,0.1,none,100,100,0.0,416.0,884.4000000000013,1.0,0.02,0.0,0.1,0.99,1.0
qwen3-4b,cycle_check,0.1,filler,100,96,0.04,159.5,236.0,0.0,0.0,0.0,0.06,0.98,1.0
qwen3-4b,cycle_check,0.1,degree,100,97,0.03,671.0,1521.8,3.0,0.36,0.0,0.29,0.96,0.99
qwen3-4b,cycle_check,0.1,clustering,100,98,0.02,412.5,1174.3999999999994,4.0,0.0,0.02,0.23,0.98,0.98
qwen3-4b,cycle_check,0.1,rwse,100,96,0.04,123.0,176.0,6.0,0.0,0.0,0.11,1.0,1.0
qwen3-4b,cycle_check,0.1,components,100,97,0.03,433.0,1265.2000000000003,3.0,0.0,0.21,0.14,0.94,0.97
qwen3-4b,cycle_check,0.1,all,100,98,0.02,149.0,223.89999999999998,8.0,0.0,0.0,0.04,1.0,1.0
qwen3-4b,cycle_check,0.2,none,100,97,0.03,191.0,1004.0000000000002,0.0,0.03,0.0,0.08,1.0,1.0
qwen3-4b,cycle_check,0.2,filler,100,100,0.0,152.0,196.70000000000005,6.0,0.0,0.0,0.01,1.0,1.0
qwen3-4b,cycle_check,0.2,degree,100,100,0.0,817.0,1439.2,1.0,0.76,0.0,0.32,0.99,1.0
qwen3-4b,cycle_check,0.2,clustering,100,100,0.0,360.5,618.2000000000007,6.0,0.0,0.0,0.05,1.0,1.0
qwen3-4b,cycle_check,0.2,rwse,100,99,0.01,125.0,153.2,7.0,0.0,0.0,0.02,1.0,1.0
qwen3-4b,cycle_check,0.2,components,100,97,0.03,150.0,198.4,0.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,cycle_check,0.2,all,100,100,0.0,127.0,149.10000000000008,7.0,0.0,0.0,0.02,1.0,1.0
qwen3-4b,cycle_check,0.35,none,100,100,0.0,305.5,1439.5,3.0,0.01,0.0,0.19,1.0,1.0
qwen3-4b,cycle_check,0.35,filler,100,99,0.01,144.0,193.4,0.0,0.0,0.0,0.03,1.0,1.0
qwen3-4b,cycle_check,0.35,degree,100,98,0.02,755.5,1490.0,0.0,0.68,0.02,0.22,0.95,0.98
qwen3-4b,cycle_check,0.35,clustering,100,100,0.0,181.0,265.20000000000005,6.0,0.0,0.0,0.03,1.0,1.0
qwen3-4b,cycle_check,0.35,rwse,100,100,0.0,131.5,255.20000000000002,5.0,0.0,0.0,0.03,1.0,1.0
qwen3-4b,cycle_check,0.35,components,100,100,0.0,124.0,190.0,0.0,0.01,0.02,0.01,1.0,1.0
qwen3-4b,cycle_check,0.35,all,100,100,0.0,138.0,234.0,0.5,0.0,0.0,0.0,1.0,1.0
qwen3-4b,cycle_check,0.5,none,100,100,0.0,182.5,280.1000000000001,7.0,0.0,0.0,0.02,1.0,1.0
qwen3-4b,cycle_check,0.5,filler,100,100,0.0,158.0,207.0,3.0,0.0,0.0,0.01,1.0,1.0
qwen3-4b,cycle_check,0.5,degree,100,99,0.01,706.0,1460.6000000000001,0.0,0.8,0.0,0.11,0.97,0.99
qwen3-4b,cycle_check,0.5,clustering,100,100,0.0,215.5,349.3,6.0,0.0,0.0,0.02,1.0,1.0
qwen3-4b,cycle_check,0.5,rwse,100,100,0.0,164.5,194.10000000000008,5.0,0.0,0.0,0.01,1.0,1.0
qwen3-4b,cycle_check,0.5,components,100,100,0.0,188.0,239.20000000000002,0.0,0.0,0.0,0.01,0.98,1.0
qwen3-4b,cycle_check,0.5,all,100,100,0.0,174.0,303.40000000000003,6.0,0.0,0.0,0.02,0.97,1.0
qwen3-4b,edge_existence,0.1,none,100,100,0.0,100.5,156.00000000000034,7.0,0.0,0.07,0.02,0.96,1.0
qwen3-4b,edge_existence,0.1,filler,100,100,0.0,71.0,144.0,5.0,0.0,0.37,0.0,0.96,1.0
qwen3-4b,edge_existence,0.1,degree,100,100,0.0,105.0,222.20000000000002,8.0,0.0,0.0,0.02,0.99,1.0
qwen3-4b,edge_existence,0.1,clustering,100,100,0.0,91.0,183.40000000000012,6.0,0.0,0.03,0.02,0.97,1.0
qwen3-4b,edge_existence,0.1,rwse,100,100,0.0,101.0,163.20000000000002,6.0,0.0,0.14,0.03,0.96,1.0
qwen3-4b,edge_existence,0.1,components,100,100,0.0,107.5,213.30000000000018,8.0,0.0,0.06,0.07,0.99,1.0
qwen3-4b,edge_existence,0.1,all,100,99,0.01,98.0,219.2,6.0,0.0,0.06,0.03,0.95,1.0
qwen3-4b,edge_existence,0.2,none,100,100,0.0,122.0,271.0,8.0,0.0,0.01,0.03,0.93,1.0
qwen3-4b,edge_existence,0.2,filler,100,100,0.0,90.0,217.3,5.0,0.0,0.13,0.02,0.84,1.0
qwen3-4b,edge_existence,0.2,degree,100,99,0.01,134.0,325.6,8.0,0.0,0.0,0.07,0.91,1.0
qwen3-4b,edge_existence,0.2,clustering,100,100,0.0,117.5,180.10000000000002,7.0,0.0,0.0,0.0,0.98,1.0
qwen3-4b,edge_existence,0.2,rwse,100,100,0.0,134.5,232.70000000000016,8.0,0.0,0.09,0.03,0.89,1.0
qwen3-4b,edge_existence,0.2,components,100,100,0.0,120.5,289.0000000000002,7.0,0.0,0.0,0.06,0.94,1.0
qwen3-4b,edge_existence,0.2,all,100,100,0.0,128.0,229.10000000000002,7.0,0.0,0.0,0.0,0.84,1.0
qwen3-4b,edge_existence,0.35,none,100,100,0.0,136.5,334.1,7.0,0.0,0.01,0.06,0.83,1.0
qwen3-4b,edge_existence,0.35,filler,100,100,0.0,173.5,341.40000000000003,7.0,0.0,0.18,0.06,0.75,1.0
qwen3-4b,edge_existence,0.35,degree,100,100,0.0,138.5,436.20000000000005,8.0,0.0,0.01,0.12,0.79,1.0
qwen3-4b,edge_existence,0.35,clustering,100,100,0.0,146.5,256.70000000000016,8.0,0.0,0.0,0.02,0.89,1.0
qwen3-4b,edge_existence,0.35,rwse,100,100,0.0,145.0,271.9000000000001,7.5,0.0,0.07,0.02,0.7,1.0
qwen3-4b,edge_existence,0.35,components,100,100,0.0,140.5,328.6,8.0,0.0,0.01,0.04,0.75,1.0
qwen3-4b,edge_existence,0.35,all,100,100,0.0,158.0,240.0,7.0,0.0,0.01,0.03,0.7,1.0
qwen3-4b,edge_existence,0.5,none,100,100,0.0,158.0,388.20000000000005,8.0,0.0,0.01,0.02,0.9,1.0
qwen3-4b,edge_existence,0.5,filler,100,100,0.0,147.5,336.20000000000005,7.0,0.0,0.28,0.02,0.79,1.0
qwen3-4b,edge_existence,0.5,degree,100,99,0.01,157.0,347.8,8.0,0.0,0.02,0.05,0.74,1.0
qwen3-4b,edge_existence,0.5,clustering,100,100,0.0,166.0,316.9000000000001,8.0,0.0,0.0,0.03,0.94,1.0
qwen3-4b,edge_existence,0.5,rwse,100,100,0.0,155.5,255.50000000000023,7.0,0.0,0.25,0.03,0.67,1.0
qwen3-4b,edge_existence,0.5,components,100,100,0.0,153.0,452.70000000000005,7.0,0.0,0.03,0.08,0.83,1.0
qwen3-4b,edge_existence,0.5,all,100,100,0.0,157.0,281.1,7.0,0.0,0.0,0.03,0.73,1.0
qwen3-4b,edge_existence,0.65,none,100,100,0.0,172.0,359.3,7.0,0.0,0.01,0.01,0.87,1.0
qwen3-4b,edge_existence,0.65,filler,100,100,0.0,170.5,304.70000000000016,6.0,0.0,0.41,0.0,0.75,1.0
qwen3-4b,edge_existence,0.65,degree,100,99,0.01,173.0,387.4000000000001,7.0,0.0,0.03,0.05,0.81,1.0
qwen3-4b,edge_existence,0.65,clustering,100,100,0.0,187.0,302.3,8.0,0.0,0.03,0.0,0.95,1.0
qwen3-4b,edge_existence,0.65,rwse,100,100,0.0,182.0,272.70000000000016,8.0,0.0,0.06,0.0,0.9,1.0
qwen3-4b,edge_existence,0.65,components,100,100,0.0,168.0,381.50000000000045,7.0,0.0,0.02,0.04,0.79,1.0
qwen3-4b,edge_existence,0.65,all,100,100,0.0,174.5,291.20000000000005,8.0,0.0,0.01,0.03,0.88,1.0
qwen3-4b,edge_existence,0.75,none,100,100,0.0,185.0,349.2000000000001,7.0,0.0,0.0,0.0,0.87,1.0
qwen3-4b,edge_existence,0.75,filler,100,100,0.0,179.0,294.40000000000003,6.0,0.0,0.47,0.0,0.85,1.0
qwen3-4b,edge_existence,0.75,degree,100,100,0.0,188.0,302.80000000000007,8.0,0.0,0.0,0.01,0.87,1.0
qwen3-4b,edge_existence,0.75,clustering,100,100,0.0,197.5,319.0,8.0,0.0,0.01,0.0,0.96,1.0
qwen3-4b,edge_existence,0.75,rwse,100,100,0.0,195.0,327.1,8.0,0.0,0.08,0.01,0.88,1.0
qwen3-4b,edge_existence,0.75,components,100,99,0.01,183.0,350.40000000000003,7.0,0.0,0.0,0.03,0.88,1.0
qwen3-4b,edge_existence,0.75,all,100,99,0.01,186.0,279.4,8.0,0.0,0.01,0.02,0.85,1.0
qwen3-4b,edge_existence,0.85,none,100,100,0.0,202.0,378.0000000000001,7.0,0.0,0.02,0.0,0.96,1.0
qwen3-4b,edge_existence,0.85,filler,100,100,0.0,194.5,321.20000000000005,6.0,0.0,0.57,0.01,0.91,1.0
qwen3-4b,edge_existence,0.85,degree,100,100,0.0,198.5,284.3000000000003,7.0,0.0,0.02,0.02,0.92,1.0
qwen3-4b,edge_existence,0.85,clustering,100,100,0.0,210.0,355.1,8.0,0.0,0.0,0.0,0.95,1.0
qwen3-4b,edge_existence,0.85,rwse,100,100,0.0,206.0,231.10000000000002,8.0,0.0,0.08,0.0,0.9,1.0
qwen3-4b,edge_existence,0.85,components,100,100,0.0,198.0,227.10000000000002,7.0,0.0,0.02,0.03,0.93,1.0
qwen3-4b,edge_existence,0.85,all,100,100,0.0,198.0,227.70000000000056,7.5,0.0,0.01,0.0,0.9,1.0
qwen3-4b,node_degree,0.1,none,100,100,0.0,104.5,127.0,4.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.1,filler,100,100,0.0,92.0,113.0,4.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.1,degree,100,100,0.0,60.5,93.30000000000003,2.0,0.0,0.0,0.0,0.94,1.0
qwen3-4b,node_degree,0.1,clustering,100,100,0.0,76.0,105.0,4.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.1,rwse,100,100,0.0,96.5,115.40000000000003,4.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.1,components,100,100,0.0,109.0,123.0,4.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.1,all,100,100,0.0,67.5,86.0,4.0,0.0,0.11,0.0,0.93,1.0
qwen3-4b,node_degree,0.2,none,100,100,0.0,103.0,163.40000000000003,3.0,0.0,0.01,0.0,0.99,1.0
qwen3-4b,node_degree,0.2,filler,100,100,0.0,95.0,116.10000000000001,2.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.2,degree,100,100,0.0,34.0,101.20000000000002,1.0,0.0,0.0,0.0,0.98,1.0
qwen3-4b,node_degree,0.2,clustering,100,100,0.0,92.0,110.20000000000002,3.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.2,rwse,100,100,0.0,114.0,140.20000000000002,4.0,0.0,0.01,0.0,0.97,1.0
qwen3-4b,node_degree,0.2,components,100,100,0.0,113.0,175.10000000000002,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.2,all,100,100,0.0,79.5,101.0,2.0,0.0,0.22,0.0,0.96,1.0
qwen3-4b,node_degree,0.35,none,100,100,0.0,194.5,246.60000000000005,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.35,filler,100,100,0.0,141.0,239.10000000000002,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.35,degree,100,100,0.0,32.0,138.9000000000001,1.0,0.0,0.01,0.0,0.92,1.0
qwen3-4b,node_degree,0.35,clustering,100,100,0.0,124.0,226.10000000000002,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.35,rwse,100,100,0.0,212.5,264.40000000000003,4.0,0.0,0.0,0.02,0.96,1.0
qwen3-4b,node_degree,0.35,components,100,100,0.0,190.5,239.3,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.35,all,100,100,0.0,109.5,131.10000000000002,3.0,0.0,0.36,0.0,0.92,1.0
qwen3-4b,node_degree,0.5,none,100,100,0.0,273.0,320.3,3.0,0.0,0.0,0.0,0.99,1.0
qwen3-4b,node_degree,0.5,filler,100,100,0.0,266.0,304.6,3.0,0.0,0.0,0.0,0.97,1.0
qwen3-4b,node_degree,0.5,degree,100,100,0.0,34.0,195.40000000000003,2.0,0.0,0.02,0.0,0.87,1.0
qwen3-4b,node_degree,0.5,clustering,100,100,0.0,259.5,305.1,4.0,0.0,0.0,0.0,0.96,1.0
qwen3-4b,node_degree,0.5,rwse,100,100,0.0,279.0,334.3,4.0,0.0,0.0,0.15,0.95,1.0
qwen3-4b,node_degree,0.5,components,100,100,0.0,267.0,303.3,3.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b,node_degree,0.5,all,100,100,0.0,133.5,169.70000000000005,3.0,0.0,0.35,0.0,0.84,1.0
qwen3-4b,node_degree,0.65,none,100,100,0.0,313.0,345.0,4.0,0.0,0.01,0.0,0.82,1.0
qwen3-4b,node_degree,0.65,filler,100,100,0.0,313.0,343.1,3.0,0.0,0.02,0.0,0.86,1.0
qwen3-4b,node_degree,0.65,degree,100,100,0.0,35.0,279.20000000000005,2.0,0.0,0.01,0.0,0.76,1.0
qwen3-4b,node_degree,0.65,clustering,100,100,0.0,318.0,348.0,4.0,0.0,0.0,0.0,0.89,1.0
qwen3-4b,node_degree,0.65,rwse,100,100,0.0,336.5,378.0,4.0,0.0,0.0,0.13,0.82,1.0
qwen3-4b,node_degree,0.65,components,100,100,0.0,303.5,338.3,3.0,0.0,0.0,0.0,0.74,1.0
qwen3-4b,node_degree,0.65,all,100,100,0.0,145.0,172.10000000000002,2.0,0.0,0.27,0.0,0.45,1.0
qwen3-4b,node_degree,0.75,none,100,100,0.0,328.5,362.3,3.0,0.0,0.01,0.0,0.5,1.0
qwen3-4b,node_degree,0.75,filler,100,100,0.0,328.0,366.1,3.0,0.0,0.03,0.0,0.49,1.0
qwen3-4b,node_degree,0.75,degree,100,100,0.0,37.5,348.1,2.0,0.0,0.0,0.0,0.57,1.0
qwen3-4b,node_degree,0.75,clustering,100,100,0.0,324.5,361.0,3.0,0.0,0.0,0.0,0.59,1.0
qwen3-4b,node_degree,0.75,rwse,100,100,0.0,358.5,410.3,4.0,0.0,0.0,0.09,0.63,1.0
qwen3-4b,node_degree,0.75,components,100,100,0.0,321.0,366.1,3.0,0.0,0.0,0.0,0.46,1.0
qwen3-4b,node_degree,0.75,all,100,100,0.0,29.5,185.10000000000002,1.5,0.0,0.17,0.0,0.31,1.0
qwen3-4b,node_degree,0.85,none,100,100,0.0,346.5,389.1,3.0,0.0,0.05,0.0,0.33,1.0
qwen3-4b,node_degree,0.85,filler,100,100,0.0,347.5,373.3,2.0,0.0,0.04,0.0,0.36,1.0
qwen3-4b,node_degree,0.85,degree,100,100,0.0,37.0,363.3,2.0,0.0,0.0,0.0,0.6,1.0
qwen3-4b,node_degree,0.85,clustering,100,100,0.0,346.5,371.1,3.0,0.0,0.0,0.0,0.51,1.0
qwen3-4b,node_degree,0.85,rwse,100,100,0.0,365.5,396.1,4.0,0.0,0.0,0.02,0.43,1.0
qwen3-4b,node_degree,0.85,components,100,100,0.0,344.0,366.3,3.0,0.0,0.0,0.0,0.42,1.0
qwen3-4b,node_degree,0.85,all,100,100,0.0,181.0,198.10000000000002,3.0,0.0,0.3,0.0,0.25,1.0
qwen3-4b,connected_nodes,0.1,none,100,100,0.0,86.5,127.40000000000003,2.0,0.0,0.0,0.0,0.93,1.0
qwen3-4b,connected_nodes,0.1,filler,100,100,0.0,21.0,45.50000000000004,0.0,0.0,0.0,0.0,0.72,1.0
qwen3-4b,connected_nodes,0.1,degree,100,100,0.0,60.0,105.10000000000001,1.0,0.0,0.0,0.0,0.86,1.0
qwen3-4b,connected_nodes,0.1,clustering,100,100,0.0,30.5,104.30000000000003,0.0,0.0,0.0,0.0,0.85,1.0
qwen3-4b,connected_nodes,0.1,rwse,100,100,0.0,28.5,93.10000000000001,0.0,0.0,0.0,0.0,0.83,1.0
qwen3-4b,connected_nodes,0.1,components,100,100,0.0,100.0,133.0,2.0,0.0,0.03,0.0,1.0,1.0
qwen3-4b,connected_nodes,0.1,all,100,100,0.0,38.0,83.20000000000002,1.0,0.0,0.0,0.0,0.82,1.0
qwen3-4b,connected_nodes,0.2,none,100,100,0.0,118.5,178.60000000000005,2.0,0.0,0.0,0.0,0.88,1.0
qwen3-4b,connected_nodes,0.2,filler,100,100,0.0,34.0,117.80000000000007,0.0,0.0,0.0,0.0,0.74,1.0
qwen3-4b,connected_nodes,0.2,degree,100,100,0.0,111.5,149.10000000000002,3.0,0.0,0.0,0.0,0.9,1.0
qwen3-4b,connected_nodes,0.2,clustering,100,100,0.0,116.0,161.9000000000001,3.0,0.0,0.0,0.0,0.97,1.0
qwen3-4b,connected_nodes,0.2,rwse,100,100,0.0,41.0,138.0,0.0,0.0,0.0,0.0,0.83,1.0
qwen3-4b,connected_nodes,0.2,components,100,100,0.0,153.0,200.0,2.0,0.0,0.01,0.0,0.99,1.0
qwen3-4b,connected_nodes,0.2,all,100,100,0.0,47.5,121.30000000000003,0.0,0.0,0.0,0.0,0.88,1.0
qwen3-4b,connected_nodes,0.35,none,100,100,0.0,182.5,256.50000000000006,2.0,0.0,0.0,0.0,0.84,1.0
qwen3-4b,connected_nodes,0.35,filler,100,100,0.0,64.0,204.9000000000001,0.0,0.0,0.0,0.0,0.78,1.0
qwen3-4b,connected_nodes,0.35,degree,100,100,0.0,163.5,246.20000000000002,3.0,0.0,0.0,0.0,0.8,1.0
qwen3-4b,connected_nodes,0.35,clustering,100,100,0.0,181.0,249.00000000000009,3.0,0.0,0.0,0.0,0.89,1.0
qwen3-4b,connected_nodes,0.35,rwse,100,100,0.0,115.5,247.0,1.0,0.0,0.0,0.0,0.89,1.0
qwen3-4b,connected_nodes,0.35,components,100,100,0.0,212.0,273.50000000000006,2.0,0.0,0.04,0.0,0.94,1.0
qwen3-4b,connected_nodes,0.35,all,100,100,0.0,115.5,230.10000000000002,1.0,0.0,0.0,0.0,0.87,1.0
qwen3-4b,connected_nodes,0.5,none,100,100,0.0,233.0,339.70000000000005,2.0,0.0,0.0,0.0,0.79,1.0
qwen3-4b,connected_nodes,0.5,filler,100,100,0.0,94.0,301.70000000000005,0.0,0.0,0.0,0.0,0.7,1.0
qwen3-4b,connected_nodes,0.5,degree,100,100,0.0,258.0,389.50000000000006,3.0,0.0,0.0,0.0,0.76,1.0
qwen3-4b,connected_nodes,0.5,clustering,100,100,0.0,258.0,382.1,3.0,0.0,0.0,0.0,0.77,1.0
qwen3-4b,connected_nodes,0.5,rwse,100,100,0.0,169.5,302.3,1.0,0.0,0.0,0.0,0.89,1.0
qwen3-4b,connected_nodes,0.5,components,100,100,0.0,280.0,464.20000000000016,2.0,0.0,0.01,0.0,0.88,1.0
qwen3-4b,connected_nodes,0.5,all,100,100,0.0,107.0,288.0,0.0,0.0,0.0,0.0,0.76,1.0
qwen3-4b,edge_count,0.1,none,100,100,0.0,1216.0,1761.9000000000005,39.0,0.96,0.04,0.72,0.05,1.0
qwen3-4b,edge_count,0.1,filler,100,100,0.0,616.0,728.7,40.0,1.0,0.0,1.0,0.1,1.0
qwen3-4b,edge_count,0.1,degree,100,97,0.03,1063.0,1689.8000000000002,40.0,1.0,0.0,0.99,0.27,1.0
qwen3-4b,edge_count,0.1,clustering,100,99,0.01,575.0,768.2,40.0,1.0,0.0,1.0,0.0,1.0
qwen3-4b,edge_count,0.1,rwse,100,98,0.02,669.0,1235.3,40.0,0.36,0.0,1.0,0.01,1.0
qwen3-4b,edge_count,0.1,components,100,100,0.0,1266.0,1489.6000000000001,39.0,0.99,0.0,0.67,0.0,1.0
qwen3-4b,edge_count,0.1,all,100,100,0.0,571.0,577.0,40.0,1.0,0.0,1.0,0.03,1.0
qwen3-4b,edge_count,0.2,none,100,100,0.0,1347.5,1984.3000000000002,40.0,0.99,0.0,0.61,0.02,1.0
qwen3-4b,edge_count,0.2,filler,100,100,0.0,596.0,636.1,40.0,1.0,0.0,1.0,0.02,1.0
qwen3-4b,edge_count,0.2,degree,100,99,0.01,1129.0,1570.4,40.0,1.0,0.0,1.0,0.32,1.0
qwen3-4b,edge_count,0.2,clustering,100,100,0.0,624.5,641.0,40.0,1.0,0.0,1.0,0.01,1.0
qwen3-4b,edge_count,0.2,rwse,100,100,0.0,660.0,745.3000000000001,40.0,0.54,0.0,1.0,0.01,1.0
qwen3-4b,edge_count,0.2,components,100,100,0.0,1761.0,1959.6000000000001,0.0,0.99,0.0,0.14,0.01,1.0
qwen3-4b,edge_count,0.2,all,100,100,0.0,596.5,1187.9000000000003,40.0,1.0,0.0,1.0,0.03,1.0
qwen3-4b,edge_count,0.35,none,100,100,0.0,968.0,2342.7000000000003,40.0,1.0,0.0,0.97,0.01,1.0
qwen3-4b,edge_count,0.35,filler,100,100,0.0,656.0,694.0,40.0,1.0,0.0,1.0,0.01,1.0
qwen3-4b,edge_count,0.35,degree,100,99,0.01,879.0,1386.2,40.0,1.0,0.0,0.97,0.25,1.0
qwen3-4b,edge_count,0.35,clustering,100,100,0.0,665.0,693.0,40.0,1.0,0.0,1.0,0.02,1.0
qwen3-4b,edge_count,0.35,rwse,100,100,0.0,775.5,1265.5000000000002,40.0,1.0,0.0,1.0,0.0,1.0
qwen3-4b,edge_count,0.35,components,100,99,0.01,784.0,2021.4,40.0,1.0,0.0,0.93,0.02,1.0
qwen3-4b,edge_count,0.35,all,100,99,0.01,651.0,1300.0,40.0,1.0,0.0,1.0,0.08,1.0
qwen3-4b,edge_count,0.5,none,100,100,0.0,927.0,2160.3000000000006,40.0,1.0,0.06,0.9,0.0,1.0
qwen3-4b,edge_count,0.5,filler,100,100,0.0,688.0,700.0,40.0,1.0,0.01,1.0,0.0,1.0
qwen3-4b,edge_count,0.5,degree,100,98,0.02,1197.0,1489.0999999999997,40.0,1.0,0.0,0.62,0.33,1.0
qwen3-4b,edge_count,0.5,clustering,100,100,0.0,653.0,693.2,40.0,1.0,0.0,1.0,0.0,1.0
qwen3-4b,edge_count,0.5,rwse,100,100,0.0,825.0,983.5,40.0,1.0,0.0,1.0,0.0,1.0
qwen3-4b,edge_count,0.5,components,100,98,0.02,775.0,2230.9999999999995,40.0,1.0,0.0,1.0,0.0,1.0
qwen3-4b,edge_count,0.5,all,100,98,0.02,655.0,1208.0,40.0,1.0,0.0,1.0,0.09,1.0
qwen3-4b-think,node_count,0.1,none,100,100,0.0,1313.0,2285.8,2.0,0.0,0.03,0.13,0.98,1.0
qwen3-4b-think,node_count,0.1,filler,100,100,0.0,634.5,885.9000000000001,9.0,0.0,0.37,0.04,1.0,1.0
qwen3-4b-think,node_count,0.1,degree,100,100,0.0,957.0,1382.5,8.0,0.0,0.1,0.05,1.0,1.0
qwen3-4b-think,node_count,0.1,clustering,100,99,0.01,666.0,1137.4,5.0,0.0,0.05,0.08,1.0,1.0
qwen3-4b-think,node_count,0.1,rwse,100,99,0.01,650.0,1056.6,2.0,0.0,0.02,0.06,0.99,1.0
qwen3-4b-think,node_count,0.1,components,100,100,0.0,1201.0,2164.200000000002,2.0,0.0,0.12,0.2,0.99,1.0
qwen3-4b-think,node_count,0.1,all,100,100,0.0,505.0,743.7000000000002,2.0,0.0,0.1,0.0,1.0,1.0
qwen3-4b-think,node_count,0.2,none,100,100,0.0,820.0,1359.2,1.0,0.0,0.02,0.0,1.0,1.0
qwen3-4b-think,node_count,0.2,filler,100,100,0.0,543.0,711.5,6.0,0.0,0.42,0.0,1.0,1.0
qwen3-4b-think,node_count,0.2,degree,100,100,0.0,903.0,1324.5,5.0,0.02,0.11,0.1,1.0,1.0
qwen3-4b-think,node_count,0.2,clustering,100,100,0.0,558.5,767.9000000000002,2.5,0.0,0.03,0.0,1.0,1.0
qwen3-4b-think,node_count,0.2,rwse,100,100,0.0,649.0,874.2,1.0,0.0,0.02,0.0,1.0,1.0
